,identifier,response_id,sentence_number,token_number,token,lemma,pos
45,Q9_R_3KC9NOZtxz4yZNY_0_5,R_3KC9NOZtxz4yZNY,0,5,het,het,DET
46,Q9_R_3KC9NOZtxz4yZNY_0_6,R_3KC9NOZtxz4yZNY,0,6,literair,literair,ADJ
47,Q9_R_3KC9NOZtxz4yZNY_0_7,R_3KC9NOZtxz4yZNY,0,7,erfgoed,erfgoed,NOUN
48,Q9_R_3KC9NOZtxz4yZNY_0_8,R_3KC9NOZtxz4yZNY,0,8,op,op,ADP
49,Q9_R_3KC9NOZtxz4yZNY_0_9,R_3KC9NOZtxz4yZNY,0,9,een,een,DET
50,Q9_R_3KC9NOZtxz4yZNY_0_10,R_3KC9NOZtxz4yZNY,0,10,voor,voor,ADP
51,Q9_R_3KC9NOZtxz4yZNY_0_11,R_3KC9NOZtxz4yZNY,0,11,leerlingen,leerling,NOUN
52,Q9_R_3KC9NOZtxz4yZNY_0_12,R_3KC9NOZtxz4yZNY,0,12,relevante,relevant,ADJ
53,Q9_R_3KC9NOZtxz4yZNY_0_13,R_3KC9NOZtxz4yZNY,0,13,en,en,CCONJ
54,Q9_R_3KC9NOZtxz4yZNY_0_14,R_3KC9NOZtxz4yZNY,0,14,urgente,urgent,ADJ
55,Q9_R_3KC9NOZtxz4yZNY_0_15,R_3KC9NOZtxz4yZNY,0,15,manier,manier,NOUN
56,Q9_R_3KC9NOZtxz4yZNY_0_16,R_3KC9NOZtxz4yZNY,0,16,in,in,ADP
57,Q9_R_3KC9NOZtxz4yZNY_0_17,R_3KC9NOZtxz4yZNY,0,17,het,het,DET
58,Q9_R_3KC9NOZtxz4yZNY_0_18,R_3KC9NOZtxz4yZNY,0,18,onderwijs,onderwijs,NOUN
59,Q9_R_3KC9NOZtxz4yZNY_0_19,R_3KC9NOZtxz4yZNY,0,19,aan,aan,ADP
60,Q9_R_3KC9NOZtxz4yZNY_0_20,R_3KC9NOZtxz4yZNY,0,20,te,te,ADP
61,Q9_R_3KC9NOZtxz4yZNY_0_21,R_3KC9NOZtxz4yZNY,0,21,bieden,aanbieden,VERB
62,Q9_R_3KC9NOZtxz4yZNY_0_22,R_3KC9NOZtxz4yZNY,0,22,.,.,PUNCT
63,Q9_R_25AYySSQF2YfL2D_0_0,R_25AYySSQF2YfL2D,0,0,lezen,lezen,VERB
64,Q9_R_25AYySSQF2YfL2D_0_1,R_25AYySSQF2YfL2D,0,1,mag,mogen,AUX
65,Q9_R_25AYySSQF2YfL2D_0_2,R_25AYySSQF2YfL2D,0,2,je,je,PRON
66,Q9_R_25AYySSQF2YfL2D_0_3,R_25AYySSQF2YfL2D,0,3,best,best,ADJ
67,Q9_R_25AYySSQF2YfL2D_0_4,R_25AYySSQF2YfL2D,0,4,verplichten,verplichten,VERB
68,Q9_R_25AYySSQF2YfL2D_0_5,R_25AYySSQF2YfL2D,0,5,",",",",PUNCT
69,Q9_R_25AYySSQF2YfL2D_0_6,R_25AYySSQF2YfL2D,0,6,maar,maar,CCONJ
70,Q9_R_25AYySSQF2YfL2D_0_7,R_25AYySSQF2YfL2D,0,7,niet,niet,ADV
71,Q9_R_25AYySSQF2YfL2D_0_8,R_25AYySSQF2YfL2D,0,8,wát,wát,AUX
72,Q9_R_25AYySSQF2YfL2D_0_9,R_25AYySSQF2YfL2D,0,9,er,er,ADV
73,Q9_R_25AYySSQF2YfL2D_0_10,R_25AYySSQF2YfL2D,0,10,gelezen,lezen,VERB
74,Q9_R_25AYySSQF2YfL2D_0_11,R_25AYySSQF2YfL2D,0,11,moet,moeten,AUX
75,Q9_R_25AYySSQF2YfL2D_0_12,R_25AYySSQF2YfL2D,0,12,worden,worden,AUX
76,Q9_R_WCgHrYOqu4y0lJD_0_0,R_WCgHrYOqu4y0lJD,0,0,Het,het,PRON
77,Q9_R_WCgHrYOqu4y0lJD_0_1,R_WCgHrYOqu4y0lJD,0,1,is,zijn,AUX
78,Q9_R_WCgHrYOqu4y0lJD_0_2,R_WCgHrYOqu4y0lJD,0,2,belangrijk,belangrijk,ADJ
79,Q9_R_WCgHrYOqu4y0lJD_0_3,R_WCgHrYOqu4y0lJD,0,3,dat,dat,SCONJ
80,Q9_R_WCgHrYOqu4y0lJD_0_4,R_WCgHrYOqu4y0lJD,0,4,leerlingen,leerling,NOUN
81,Q9_R_WCgHrYOqu4y0lJD_0_5,R_WCgHrYOqu4y0lJD,0,5,worden,worden,AUX
82,Q9_R_WCgHrYOqu4y0lJD_0_6,R_WCgHrYOqu4y0lJD,0,6,uitgenodigd,uitnodigen,VERB
83,Q9_R_WCgHrYOqu4y0lJD_0_7,R_WCgHrYOqu4y0lJD,0,7,om,om,ADP
84,Q9_R_WCgHrYOqu4y0lJD_0_8,R_WCgHrYOqu4y0lJD,0,8,hun,hun,PRON
85,Q9_R_WCgHrYOqu4y0lJD_0_9,R_WCgHrYOqu4y0lJD,0,9,leeservaringen,leeservaring,NOUN
86,Q9_R_WCgHrYOqu4y0lJD_0_10,R_WCgHrYOqu4y0lJD,0,10,te,te,ADP
87,Q9_R_WCgHrYOqu4y0lJD_0_11,R_WCgHrYOqu4y0lJD,0,11,verrijken,verrijken,VERB
88,Q9_R_WCgHrYOqu4y0lJD_0_12,R_WCgHrYOqu4y0lJD,0,12,maar,maar,CCONJ
89,Q9_R_WCgHrYOqu4y0lJD_0_13,R_WCgHrYOqu4y0lJD,0,13,geen,geen,DET
90,Q9_R_WCgHrYOqu4y0lJD_0_14,R_WCgHrYOqu4y0lJD,0,14,enkel,enkel,DET
91,Q9_R_WCgHrYOqu4y0lJD_0_15,R_WCgHrYOqu4y0lJD,0,15,boek,boek,NOUN
92,Q9_R_WCgHrYOqu4y0lJD_0_16,R_WCgHrYOqu4y0lJD,0,16,is,zijn,AUX
93,Q9_R_WCgHrYOqu4y0lJD_0_17,R_WCgHrYOqu4y0lJD,0,17,relevant,relevant,ADJ
94,Q9_R_WCgHrYOqu4y0lJD_0_18,R_WCgHrYOqu4y0lJD,0,18,voor,voor,ADP
95,Q9_R_WCgHrYOqu4y0lJD_0_19,R_WCgHrYOqu4y0lJD,0,19,alle,al,DET
96,Q9_R_WCgHrYOqu4y0lJD_0_20,R_WCgHrYOqu4y0lJD,0,20,leerlingen,leerling,NOUN
97,Q9_R_WCgHrYOqu4y0lJD_0_21,R_WCgHrYOqu4y0lJD,0,21,.,.,PUNCT
98,Q9_R_1LB8GwvXpbTlrIF_0_0,R_1LB8GwvXpbTlrIF,0,0,Zeker,zeker,ADJ
99,Q9_R_1LB8GwvXpbTlrIF_0_1,R_1LB8GwvXpbTlrIF,0,1,in,in,ADP
100,Q9_R_1LB8GwvXpbTlrIF_0_2,R_1LB8GwvXpbTlrIF,0,2,het,het,DET
101,Q9_R_1LB8GwvXpbTlrIF_0_3,R_1LB8GwvXpbTlrIF,0,3,onderwijs,onderwijs,NOUN
102,Q9_R_1LB8GwvXpbTlrIF_0_4,R_1LB8GwvXpbTlrIF,0,4,is,zijn,AUX
103,Q9_R_1LB8GwvXpbTlrIF_0_5,R_1LB8GwvXpbTlrIF,0,5,een,een,DET
104,Q9_R_1LB8GwvXpbTlrIF_0_6,R_1LB8GwvXpbTlrIF,0,6,(,(,PUNCT
105,Q9_R_1LB8GwvXpbTlrIF_0_7,R_1LB8GwvXpbTlrIF,0,7,lichte,licht,ADJ
106,Q9_R_1LB8GwvXpbTlrIF_0_8,R_1LB8GwvXpbTlrIF,0,8,),),PUNCT
107,Q9_R_1LB8GwvXpbTlrIF_0_9,R_1LB8GwvXpbTlrIF,0,9,dwang,dwang,NOUN
108,Q9_R_1LB8GwvXpbTlrIF_0_10,R_1LB8GwvXpbTlrIF,0,10,soms,soms,ADV
109,Q9_R_1LB8GwvXpbTlrIF_0_11,R_1LB8GwvXpbTlrIF,0,11,noodzakelijk,noodzakelijk,ADJ
110,Q9_R_1LB8GwvXpbTlrIF_0_12,R_1LB8GwvXpbTlrIF,0,12,.,.,PUNCT
111,Q9_R_2aDoOjymUPyjNPm_0_0,R_2aDoOjymUPyjNPm,0,0,een,een,DET
112,Q9_R_2aDoOjymUPyjNPm_0_1,R_2aDoOjymUPyjNPm,0,1,overzicht,overzicht,NOUN
113,Q9_R_2aDoOjymUPyjNPm_0_2,R_2aDoOjymUPyjNPm,0,2,bieden,bieden,VERB
114,Q9_R_2aDoOjymUPyjNPm_0_3,R_2aDoOjymUPyjNPm,0,3,zonder,zonder,ADP
115,Q9_R_2aDoOjymUPyjNPm_0_4,R_2aDoOjymUPyjNPm,0,4,het,het,DET
116,Q9_R_2aDoOjymUPyjNPm_0_5,R_2aDoOjymUPyjNPm,0,5,verplichte,verplichten,VERB
117,Q9_R_2aDoOjymUPyjNPm_0_6,R_2aDoOjymUPyjNPm,0,6,aspect,aspect,NOUN
118,Q9_R_2aDoOjymUPyjNPm_0_7,R_2aDoOjymUPyjNPm,0,7,erbij,erbij,ADV
119,Q9_R_2aDoOjymUPyjNPm_0_8,R_2aDoOjymUPyjNPm,0,8,",",",",PUNCT
120,Q9_R_2aDoOjymUPyjNPm_0_9,R_2aDoOjymUPyjNPm,0,9,geen,geen,DET
121,Q9_R_2aDoOjymUPyjNPm_0_10,R_2aDoOjymUPyjNPm,0,10,dwang,dwang,NOUN
122,Q9_R_2aDoOjymUPyjNPm_0_11,R_2aDoOjymUPyjNPm,0,11,",",",",PUNCT
123,Q9_R_2aDoOjymUPyjNPm_0_12,R_2aDoOjymUPyjNPm,0,12,werkt,werken,VERB
124,Q9_R_2aDoOjymUPyjNPm_0_13,R_2aDoOjymUPyjNPm,0,13,averechts,averechts,ADP
125,Q9_R_28RMBdWtxZlPIby_0_0,R_28RMBdWtxZlPIby,0,0,Als,als,SCONJ
126,Q9_R_28RMBdWtxZlPIby_0_1,R_28RMBdWtxZlPIby,0,1,je,je,PRON
127,Q9_R_28RMBdWtxZlPIby_0_2,R_28RMBdWtxZlPIby,0,2,als,als,SCONJ
128,Q9_R_28RMBdWtxZlPIby_0_3,R_28RMBdWtxZlPIby,0,3,tiener,tiener,NOUN
129,Q9_R_28RMBdWtxZlPIby_0_4,R_28RMBdWtxZlPIby,0,4,weinig,weinig,ADV
130,Q9_R_28RMBdWtxZlPIby_0_5,R_28RMBdWtxZlPIby,0,5,leest,leezen,VERB
131,Q9_R_28RMBdWtxZlPIby_0_6,R_28RMBdWtxZlPIby,0,6,is,zijn,AUX
132,Q9_R_28RMBdWtxZlPIby_0_7,R_28RMBdWtxZlPIby,0,7,het,het,PRON
133,Q9_R_28RMBdWtxZlPIby_0_8,R_28RMBdWtxZlPIby,0,8,volgens,volgens,ADP
134,Q9_R_28RMBdWtxZlPIby_0_9,R_28RMBdWtxZlPIby,0,9,mij,mij,PRON
135,Q9_R_28RMBdWtxZlPIby_0_10,R_28RMBdWtxZlPIby,0,10,echt,echt,ADJ
136,Q9_R_28RMBdWtxZlPIby_0_11,R_28RMBdWtxZlPIby,0,11,geen,geen,DET
137,Q9_R_28RMBdWtxZlPIby_0_12,R_28RMBdWtxZlPIby,0,12,goed,goed,ADJ
138,Q9_R_28RMBdWtxZlPIby_0_13,R_28RMBdWtxZlPIby,0,13,idee,idee,NOUN
139,Q9_R_28RMBdWtxZlPIby_0_14,R_28RMBdWtxZlPIby,0,14,om,om,ADP
140,Q9_R_28RMBdWtxZlPIby_0_15,R_28RMBdWtxZlPIby,0,15,verplicht,verplichten,VERB
141,Q9_R_28RMBdWtxZlPIby_0_16,R_28RMBdWtxZlPIby,0,16,te,te,ADP
142,Q9_R_28RMBdWtxZlPIby_0_17,R_28RMBdWtxZlPIby,0,17,worden,worden,AUX
143,Q9_R_28RMBdWtxZlPIby_0_18,R_28RMBdWtxZlPIby,0,18,om,om,ADP
144,Q9_R_28RMBdWtxZlPIby_0_19,R_28RMBdWtxZlPIby,0,19,een,een,DET
145,Q9_R_28RMBdWtxZlPIby_0_20,R_28RMBdWtxZlPIby,0,20,klassieker,klassieker,NOUN
146,Q9_R_28RMBdWtxZlPIby_0_21,R_28RMBdWtxZlPIby,0,21,te,te,ADP
147,Q9_R_28RMBdWtxZlPIby_0_22,R_28RMBdWtxZlPIby,0,22,lezen,lezen,VERB
148,Q9_R_28RMBdWtxZlPIby_0_23,R_28RMBdWtxZlPIby,0,23,",",",",PUNCT
149,Q9_R_28RMBdWtxZlPIby_0_24,R_28RMBdWtxZlPIby,0,24,want,want,CCONJ
150,Q9_R_28RMBdWtxZlPIby_0_25,R_28RMBdWtxZlPIby,0,25,die,die,DET
151,Q9_R_28RMBdWtxZlPIby_0_26,R_28RMBdWtxZlPIby,0,26,boeken,boek,NOUN
152,Q9_R_28RMBdWtxZlPIby_0_27,R_28RMBdWtxZlPIby,0,27,zijn,zijn,VERB
153,Q9_R_28RMBdWtxZlPIby_0_28,R_28RMBdWtxZlPIby,0,28,moeilijker,moeilijk,ADJ
154,Q9_R_28RMBdWtxZlPIby_0_29,R_28RMBdWtxZlPIby,0,29,en,en,CCONJ
155,Q9_R_28RMBdWtxZlPIby_0_30,R_28RMBdWtxZlPIby,0,30,"""","""",PUNCT
156,Q9_R_28RMBdWtxZlPIby_0_31,R_28RMBdWtxZlPIby,0,31,saaier,saai,ADJ
157,Q9_R_28RMBdWtxZlPIby_0_32,R_28RMBdWtxZlPIby,0,32,"""","""",PUNCT
158,Q9_R_3RxeQ3RvGrpHt1S_0_0,R_3RxeQ3RvGrpHt1S,0,0,Verplichte,verplicht,ADJ
159,Q9_R_3RxeQ3RvGrpHt1S_0_1,R_3RxeQ3RvGrpHt1S,0,1,leeslijsten,leeslijst,NOUN
160,Q9_R_3RxeQ3RvGrpHt1S_0_2,R_3RxeQ3RvGrpHt1S,0,2,leiden,leiden,VERB
161,Q9_R_3RxeQ3RvGrpHt1S_0_3,R_3RxeQ3RvGrpHt1S,0,3,vaak,vaak,ADJ
162,Q9_R_3RxeQ3RvGrpHt1S_0_4,R_3RxeQ3RvGrpHt1S,0,4,tot,tot,ADP
163,Q9_R_3RxeQ3RvGrpHt1S_0_5,R_3RxeQ3RvGrpHt1S,0,5,afkeer,afkeer,NOUN
164,Q9_R_3RxeQ3RvGrpHt1S_0_6,R_3RxeQ3RvGrpHt1S,0,6,van,van,ADP
165,Q9_R_3RxeQ3RvGrpHt1S_0_7,R_3RxeQ3RvGrpHt1S,0,7,lezen,lezen,VERB
166,Q9_R_3RxeQ3RvGrpHt1S_0_8,R_3RxeQ3RvGrpHt1S,0,8,bij,bij,ADP
167,Q9_R_3RxeQ3RvGrpHt1S_0_9,R_3RxeQ3RvGrpHt1S,0,9,jongeren,jong,ADJ
168,Q9_R_3RxeQ3RvGrpHt1S_0_10,R_3RxeQ3RvGrpHt1S,0,10,.,.,PUNCT
169,Q9_R_3RxeQ3RvGrpHt1S_1_0,R_3RxeQ3RvGrpHt1S,1,0,Beter,goed,ADJ
170,Q9_R_3RxeQ3RvGrpHt1S_1_1,R_3RxeQ3RvGrpHt1S,1,1,lijkt,lijken,VERB
171,Q9_R_3RxeQ3RvGrpHt1S_1_2,R_3RxeQ3RvGrpHt1S,1,2,me,me,PRON
172,Q9_R_3RxeQ3RvGrpHt1S_1_3,R_3RxeQ3RvGrpHt1S,1,3,om,om,ADP
173,Q9_R_3RxeQ3RvGrpHt1S_1_4,R_3RxeQ3RvGrpHt1S,1,4,hen,hen,PRON
174,Q9_R_3RxeQ3RvGrpHt1S_1_5,R_3RxeQ3RvGrpHt1S,1,5,via,via,ADP
175,Q9_R_3RxeQ3RvGrpHt1S_1_6,R_3RxeQ3RvGrpHt1S,1,6,eigen,eigen,ADJ
176,Q9_R_3RxeQ3RvGrpHt1S_1_7,R_3RxeQ3RvGrpHt1S,1,7,keuze,keuze,NOUN
177,Q9_R_3RxeQ3RvGrpHt1S_1_8,R_3RxeQ3RvGrpHt1S,1,8,plezier,plezier,NOUN
178,Q9_R_3RxeQ3RvGrpHt1S_1_9,R_3RxeQ3RvGrpHt1S,1,9,te,te,ADP
179,Q9_R_3RxeQ3RvGrpHt1S_1_10,R_3RxeQ3RvGrpHt1S,1,10,laten,laten,VERB
180,Q9_R_3RxeQ3RvGrpHt1S_1_11,R_3RxeQ3RvGrpHt1S,1,11,krijgen,krijgen,VERB
181,Q9_R_3RxeQ3RvGrpHt1S_1_12,R_3RxeQ3RvGrpHt1S,1,12,in,in,ADP
182,Q9_R_3RxeQ3RvGrpHt1S_1_13,R_3RxeQ3RvGrpHt1S,1,13,lezen,lezen,VERB
183,Q9_R_3RxeQ3RvGrpHt1S_1_14,R_3RxeQ3RvGrpHt1S,1,14,.,.,PUNCT
184,Q9_R_3RxeQ3RvGrpHt1S_2_0,R_3RxeQ3RvGrpHt1S,2,0,Dit,dit,PRON
185,Q9_R_3RxeQ3RvGrpHt1S_2_1,R_3RxeQ3RvGrpHt1S,2,1,gecombineerd,combineren,VERB
186,Q9_R_3RxeQ3RvGrpHt1S_2_2,R_3RxeQ3RvGrpHt1S,2,2,met,met,ADP
187,Q9_R_3RxeQ3RvGrpHt1S_2_3,R_3RxeQ3RvGrpHt1S,2,3,klassikaal,klassikaal,NOUN
188,Q9_R_3RxeQ3RvGrpHt1S_2_4,R_3RxeQ3RvGrpHt1S,2,4,lezen,lezen,VERB
189,Q9_R_3RxeQ3RvGrpHt1S_2_5,R_3RxeQ3RvGrpHt1S,2,5,van,van,ADP
190,Q9_R_3RxeQ3RvGrpHt1S_2_6,R_3RxeQ3RvGrpHt1S,2,6,een,een,DET
191,Q9_R_3RxeQ3RvGrpHt1S_2_7,R_3RxeQ3RvGrpHt1S,2,7,klassieker,klassieker,NOUN
192,Q9_R_3RxeQ3RvGrpHt1S_2_8,R_3RxeQ3RvGrpHt1S,2,8,.,.,PUNCT
193,Q9_R_12l3oECubJiJI2v_0_0,R_12l3oECubJiJI2v,0,0,Leeslijst,Leeslijst,PROPN
194,Q9_R_12l3oECubJiJI2v_0_1,R_12l3oECubJiJI2v,0,1,wel,wel,ADV
195,Q9_R_12l3oECubJiJI2v_0_2,R_12l3oECubJiJI2v,0,2,verplichten,verplichten,VERB
196,Q9_R_12l3oECubJiJI2v_0_3,R_12l3oECubJiJI2v,0,3,(,(,PUNCT
197,Q9_R_12l3oECubJiJI2v_0_4,R_12l3oECubJiJI2v,0,4,d.w.z.,d.w.z.,X
198,Q9_R_12l3oECubJiJI2v_0_5,R_12l3oECubJiJI2v,0,5,leerlingen,leerling,NOUN
199,Q9_R_12l3oECubJiJI2v_0_6,R_12l3oECubJiJI2v,0,6,lezen,lezen,VERB
200,Q9_R_12l3oECubJiJI2v_0_7,R_12l3oECubJiJI2v,0,7,verplicht,verplichten,VERB
201,Q9_R_12l3oECubJiJI2v_0_8,R_12l3oECubJiJI2v,0,8,een,een,DET
202,Q9_R_12l3oECubJiJI2v_0_9,R_12l3oECubJiJI2v,0,9,aantal,aantal,NOUN
203,Q9_R_12l3oECubJiJI2v_0_10,R_12l3oECubJiJI2v,0,10,"""","""",PUNCT
204,Q9_R_12l3oECubJiJI2v_0_11,R_12l3oECubJiJI2v,0,11,klassieke,klassiek,ADJ
205,Q9_R_12l3oECubJiJI2v_0_12,R_12l3oECubJiJI2v,0,12,"""","""",PUNCT
206,Q9_R_12l3oECubJiJI2v_0_13,R_12l3oECubJiJI2v,0,13,boeken,boek,NOUN
207,Q9_R_12l3oECubJiJI2v_0_14,R_12l3oECubJiJI2v,0,14,),),PUNCT
208,Q9_R_12l3oECubJiJI2v_0_15,R_12l3oECubJiJI2v,0,15,",",",",PUNCT
209,Q9_R_12l3oECubJiJI2v_0_16,R_12l3oECubJiJI2v,0,16,maar,maar,CCONJ
210,Q9_R_12l3oECubJiJI2v_0_17,R_12l3oECubJiJI2v,0,17,vrijheid,vrijheid,NOUN
211,Q9_R_12l3oECubJiJI2v_0_18,R_12l3oECubJiJI2v,0,18,laten,laten,VERB
212,Q9_R_12l3oECubJiJI2v_0_19,R_12l3oECubJiJI2v,0,19,in,in,ADP
213,Q9_R_12l3oECubJiJI2v_0_20,R_12l3oECubJiJI2v,0,20,de,de,DET
214,Q9_R_12l3oECubJiJI2v_0_21,R_12l3oECubJiJI2v,0,21,invulling,invulling,NOUN
215,Q9_R_12l3oECubJiJI2v_0_22,R_12l3oECubJiJI2v,0,22,en,en,CCONJ
216,Q9_R_12l3oECubJiJI2v_0_23,R_12l3oECubJiJI2v,0,23,begeleiding,begeleiding,NOUN
217,Q9_R_12l3oECubJiJI2v_0_24,R_12l3oECubJiJI2v,0,24,daarbij,daarbij,ADV
218,Q9_R_12l3oECubJiJI2v_0_25,R_12l3oECubJiJI2v,0,25,bieden,bieden,VERB
219,Q9_R_12l3oECubJiJI2v_0_26,R_12l3oECubJiJI2v,0,26,.,.,PUNCT
220,Q9_R_3R7kTXWEvBoSVfb_0_0,R_3R7kTXWEvBoSVfb,0,0,De,de,DET
221,Q9_R_3R7kTXWEvBoSVfb_0_1,R_3R7kTXWEvBoSVfb,0,1,leerkracht,leerkracht,NOUN
222,Q9_R_3R7kTXWEvBoSVfb_0_2,R_3R7kTXWEvBoSVfb,0,2,moet,moeten,AUX
223,Q9_R_3R7kTXWEvBoSVfb_0_3,R_3R7kTXWEvBoSVfb,0,3,in,in,ADP
224,Q9_R_3R7kTXWEvBoSVfb_0_4,R_3R7kTXWEvBoSVfb,0,4,staat,staat,NOUN
225,Q9_R_3R7kTXWEvBoSVfb_0_5,R_3R7kTXWEvBoSVfb,0,5,zijn,zijn,AUX
226,Q9_R_3R7kTXWEvBoSVfb_0_6,R_3R7kTXWEvBoSVfb,0,6,om,om,ADP
227,Q9_R_3R7kTXWEvBoSVfb_0_7,R_3R7kTXWEvBoSVfb,0,7,fragmenten,fragment,NOUN
228,Q9_R_3R7kTXWEvBoSVfb_0_8,R_3R7kTXWEvBoSVfb,0,8,en/of,en/of,CCONJ
229,Q9_R_3R7kTXWEvBoSVfb_0_9,R_3R7kTXWEvBoSVfb,0,9,volledige,volledig,ADJ
230,Q9_R_3R7kTXWEvBoSVfb_0_10,R_3R7kTXWEvBoSVfb,0,10,werken,werk,NOUN
231,Q9_R_3R7kTXWEvBoSVfb_0_11,R_3R7kTXWEvBoSVfb,0,11,verplicht,verplichten,VERB
