,identifier,response_id,sentence_number,token_number,token,lemma,pos
2905,Q9_R_306wsLWeJJzlGrb_0_2,R_306wsLWeJJzlGrb,0,2,(,(,PUNCT
2906,Q9_R_306wsLWeJJzlGrb_0_3,R_306wsLWeJJzlGrb,0,3,Sint-Barbaracollege,Sint-Barbaracollege,NOUN
2907,Q9_R_306wsLWeJJzlGrb_0_4,R_306wsLWeJJzlGrb,0,4,),),PUNCT
2908,Q9_R_306wsLWeJJzlGrb_0_5,R_306wsLWeJJzlGrb,0,5,diende,dienen,VERB
2909,Q9_R_306wsLWeJJzlGrb_0_6,R_306wsLWeJJzlGrb,0,6,de,de,DET
2910,Q9_R_306wsLWeJJzlGrb_0_7,R_306wsLWeJJzlGrb,0,7,leeslijst,leeslijst,NOUN
2911,Q9_R_306wsLWeJJzlGrb_0_8,R_306wsLWeJJzlGrb,0,8,als,als,SCONJ
2912,Q9_R_306wsLWeJJzlGrb_0_9,R_306wsLWeJJzlGrb,0,9,aanduiding,aanduiding,NOUN
2913,Q9_R_306wsLWeJJzlGrb_0_10,R_306wsLWeJJzlGrb,0,10,",",",",PUNCT
2914,Q9_R_306wsLWeJJzlGrb_0_11,R_306wsLWeJJzlGrb,0,11,maar,maar,CCONJ
2915,Q9_R_306wsLWeJJzlGrb_0_12,R_306wsLWeJJzlGrb,0,12,na,na,ADP
2916,Q9_R_306wsLWeJJzlGrb_0_13,R_306wsLWeJJzlGrb,0,13,overleg,overleg,NOUN
2917,Q9_R_306wsLWeJJzlGrb_0_14,R_306wsLWeJJzlGrb,0,14,kon,kunnen,AUX
2918,Q9_R_306wsLWeJJzlGrb_0_15,R_306wsLWeJJzlGrb,0,15,men,men,PRON
2919,Q9_R_306wsLWeJJzlGrb_0_16,R_306wsLWeJJzlGrb,0,16,een,een,DET
2920,Q9_R_306wsLWeJJzlGrb_0_17,R_306wsLWeJJzlGrb,0,17,ander,ander,ADJ
2921,Q9_R_306wsLWeJJzlGrb_0_18,R_306wsLWeJJzlGrb,0,18,werk,werk,NOUN
2922,Q9_R_306wsLWeJJzlGrb_0_19,R_306wsLWeJJzlGrb,0,19,lezen,lezen,VERB
2923,Q9_R_306wsLWeJJzlGrb_0_20,R_306wsLWeJJzlGrb,0,20,.,.,PUNCT
2924,Q9_R_UN2YnMqICMOWFoZ_0_0,R_UN2YnMqICMOWFoZ,0,0,Een,een,DET
2925,Q9_R_UN2YnMqICMOWFoZ_0_1,R_UN2YnMqICMOWFoZ,0,1,verplichting,verplichting,NOUN
2926,Q9_R_UN2YnMqICMOWFoZ_0_2,R_UN2YnMqICMOWFoZ,0,2,kan,kunnen,AUX
2927,Q9_R_UN2YnMqICMOWFoZ_0_3,R_UN2YnMqICMOWFoZ,0,3,ook,ook,ADV
2928,Q9_R_UN2YnMqICMOWFoZ_0_4,R_UN2YnMqICMOWFoZ,0,4,via,via,ADP
2929,Q9_R_UN2YnMqICMOWFoZ_0_5,R_UN2YnMqICMOWFoZ,0,5,een,een,DET
2930,Q9_R_UN2YnMqICMOWFoZ_0_6,R_UN2YnMqICMOWFoZ,0,6,beperkte,beperken,VERB
2931,Q9_R_UN2YnMqICMOWFoZ_0_7,R_UN2YnMqICMOWFoZ,0,7,keuzelijst,keuzelijst,NOUN
2932,Q9_R_UN2YnMqICMOWFoZ_0_8,R_UN2YnMqICMOWFoZ,0,8,.,.,PUNCT
2933,Q9_R_3Rq2Xmh1yyaR4fI_0_0,R_3Rq2Xmh1yyaR4fI,0,0,Wij,wij,PRON
2934,Q9_R_3Rq2Xmh1yyaR4fI_0_1,R_3Rq2Xmh1yyaR4fI,0,1,communiceren,communiceren,VERB
2935,Q9_R_3Rq2Xmh1yyaR4fI_0_2,R_3Rq2Xmh1yyaR4fI,0,2,langs,langs,ADP
2936,Q9_R_3Rq2Xmh1yyaR4fI_0_3,R_3Rq2Xmh1yyaR4fI,0,3,drie,drie,NUM
2937,Q9_R_3Rq2Xmh1yyaR4fI_0_4,R_3Rq2Xmh1yyaR4fI,0,4,lijnen,lijn,NOUN
2938,Q9_R_3Rq2Xmh1yyaR4fI_0_5,R_3Rq2Xmh1yyaR4fI,0,5,:,:,PUNCT
2939,Q9_R_3Rq2Xmh1yyaR4fI_0_6,R_3Rq2Xmh1yyaR4fI,0,6,taal,taal,NOUN
2940,Q9_R_3Rq2Xmh1yyaR4fI_0_7,R_3Rq2Xmh1yyaR4fI,0,7,",",",",PUNCT
2941,Q9_R_3Rq2Xmh1yyaR4fI_0_8,R_3Rq2Xmh1yyaR4fI,0,8,geschiedenis,geschiedenis,NOUN
2942,Q9_R_3Rq2Xmh1yyaR4fI_0_9,R_3Rq2Xmh1yyaR4fI,0,9,",",",",PUNCT
2943,Q9_R_3Rq2Xmh1yyaR4fI_0_10,R_3Rq2Xmh1yyaR4fI,0,10,getallen,getal,NOUN
2944,Q9_R_3Rq2Xmh1yyaR4fI_0_11,R_3Rq2Xmh1yyaR4fI,0,11,.,.,PUNCT
2945,Q9_R_3Rq2Xmh1yyaR4fI_1_0,R_3Rq2Xmh1yyaR4fI,1,0,Bezorg,Bezorg,VERB
2946,Q9_R_3Rq2Xmh1yyaR4fI_1_1,R_3Rq2Xmh1yyaR4fI,1,1,kinderen,kind,NOUN
2947,Q9_R_3Rq2Xmh1yyaR4fI_1_2,R_3Rq2Xmh1yyaR4fI,1,2,dus,dus,ADV
2948,Q9_R_3Rq2Xmh1yyaR4fI_1_3,R_3Rq2Xmh1yyaR4fI,1,3,een,een,DET
2949,Q9_R_3Rq2Xmh1yyaR4fI_1_4,R_3Rq2Xmh1yyaR4fI,1,4,referentiekader,referentiekader,NOUN
2950,Q9_R_3Rq2Xmh1yyaR4fI_1_5,R_3Rq2Xmh1yyaR4fI,1,5,!,!,PUNCT
2951,Q9_R_2rClKFQ7CupbYok_0_0,R_2rClKFQ7CupbYok,0,0,De,de,DET
2952,Q9_R_2rClKFQ7CupbYok_0_1,R_2rClKFQ7CupbYok,0,1,leeslijst,leeslijst,NOUN
2953,Q9_R_2rClKFQ7CupbYok_0_2,R_2rClKFQ7CupbYok,0,2,heb,hebben,AUX
2954,Q9_R_2rClKFQ7CupbYok_0_3,R_2rClKFQ7CupbYok,0,3,ik,ik,PRON
2955,Q9_R_2rClKFQ7CupbYok_0_4,R_2rClKFQ7CupbYok,0,4,als,als,SCONJ
2956,Q9_R_2rClKFQ7CupbYok_0_5,R_2rClKFQ7CupbYok,0,5,beperkend,beperken,VERB
2957,Q9_R_2rClKFQ7CupbYok_0_6,R_2rClKFQ7CupbYok,0,6,ervaren,ervaren,VERB
2958,Q9_R_2rClKFQ7CupbYok_0_7,R_2rClKFQ7CupbYok,0,7,destijds,destijds,ADJ
2959,Q9_R_2rClKFQ7CupbYok_0_8,R_2rClKFQ7CupbYok,0,8,.,.,PUNCT
2960,Q9_R_2Vg5cV4eHh24L3t_0_0,R_2Vg5cV4eHh24L3t,0,0,mits,mits,ADP
2961,Q9_R_2Vg5cV4eHh24L3t_0_1,R_2Vg5cV4eHh24L3t,0,1,de,de,DET
2962,Q9_R_2Vg5cV4eHh24L3t_0_2,R_2Vg5cV4eHh24L3t,0,2,leerlingen,leerling,NOUN
2963,Q9_R_2Vg5cV4eHh24L3t_0_3,R_2Vg5cV4eHh24L3t,0,3,sowieso,sowieso,NOUN
2964,Q9_R_2Vg5cV4eHh24L3t_0_4,R_2Vg5cV4eHh24L3t,0,4,leren,leren,VERB
2965,Q9_R_2Vg5cV4eHh24L3t_0_5,R_2Vg5cV4eHh24L3t,0,5,lezen,lezen,VERB
2966,Q9_R_2Vg5cV4eHh24L3t_0_6,R_2Vg5cV4eHh24L3t,0,6,en,en,CCONJ
2967,Q9_R_2Vg5cV4eHh24L3t_0_7,R_2Vg5cV4eHh24L3t,0,7,schrijven,schrijven,VERB
2968,Q9_R_1FPMeHzg7sOkFpb_0_0,R_1FPMeHzg7sOkFpb,0,0,Laat,Laten,VERB
2969,Q9_R_1FPMeHzg7sOkFpb_0_1,R_1FPMeHzg7sOkFpb,0,1,leerlingen,leerling,NOUN
2970,Q9_R_1FPMeHzg7sOkFpb_0_2,R_1FPMeHzg7sOkFpb,0,2,kennis,kennis,NOUN
2971,Q9_R_1FPMeHzg7sOkFpb_0_3,R_1FPMeHzg7sOkFpb,0,3,maken,maken,VERB
2972,Q9_R_1FPMeHzg7sOkFpb_0_4,R_1FPMeHzg7sOkFpb,0,4,met,met,ADP
2973,Q9_R_1FPMeHzg7sOkFpb_0_5,R_1FPMeHzg7sOkFpb,0,5,literatuur,literatuur,NOUN
2974,Q9_R_1FPMeHzg7sOkFpb_0_6,R_1FPMeHzg7sOkFpb,0,6,en,en,CCONJ
2975,Q9_R_1FPMeHzg7sOkFpb_0_7,R_1FPMeHzg7sOkFpb,0,7,laat,laten,VERB
2976,Q9_R_1FPMeHzg7sOkFpb_0_8,R_1FPMeHzg7sOkFpb,0,8,ze,ze,PRON
2977,Q9_R_1FPMeHzg7sOkFpb_0_9,R_1FPMeHzg7sOkFpb,0,9,zelf,zelf,ADV
2978,Q9_R_1FPMeHzg7sOkFpb_0_10,R_1FPMeHzg7sOkFpb,0,10,uitzoeken,uitzoeken,VERB
2979,Q9_R_1FPMeHzg7sOkFpb_0_11,R_1FPMeHzg7sOkFpb,0,11,wat,wat,PRON
2980,Q9_R_1FPMeHzg7sOkFpb_0_12,R_1FPMeHzg7sOkFpb,0,12,ze,ze,PRON
2981,Q9_R_1FPMeHzg7sOkFpb_0_13,R_1FPMeHzg7sOkFpb,0,13,mooi,mooi,ADJ
2982,Q9_R_1FPMeHzg7sOkFpb_0_14,R_1FPMeHzg7sOkFpb,0,14,vinden,vinden,VERB
2983,Q9_R_1FPMeHzg7sOkFpb_0_15,R_1FPMeHzg7sOkFpb,0,15,om,om,ADP
2984,Q9_R_1FPMeHzg7sOkFpb_0_16,R_1FPMeHzg7sOkFpb,0,16,te,te,ADP
2985,Q9_R_1FPMeHzg7sOkFpb_0_17,R_1FPMeHzg7sOkFpb,0,17,lezen,lezen,VERB
2986,Q9_R_1FPMeHzg7sOkFpb_0_18,R_1FPMeHzg7sOkFpb,0,18,.,.,PUNCT
2987,Q9_R_1FPMeHzg7sOkFpb_1_0,R_1FPMeHzg7sOkFpb,1,0,Je,je,PRON
2988,Q9_R_1FPMeHzg7sOkFpb_1_1,R_1FPMeHzg7sOkFpb,1,1,werkt,werken,VERB
2989,Q9_R_1FPMeHzg7sOkFpb_1_2,R_1FPMeHzg7sOkFpb,1,2,het,het,DET
2990,Q9_R_1FPMeHzg7sOkFpb_1_3,R_1FPMeHzg7sOkFpb,1,3,leesplezier,leesplezier,NOUN
2991,Q9_R_1FPMeHzg7sOkFpb_1_4,R_1FPMeHzg7sOkFpb,1,4,tegen,tegen,ADP
2992,Q9_R_1FPMeHzg7sOkFpb_1_5,R_1FPMeHzg7sOkFpb,1,5,als,als,SCONJ
2993,Q9_R_1FPMeHzg7sOkFpb_1_6,R_1FPMeHzg7sOkFpb,1,6,je,je,PRON
2994,Q9_R_1FPMeHzg7sOkFpb_1_7,R_1FPMeHzg7sOkFpb,1,7,boeken,boek,NOUN
2995,Q9_R_1FPMeHzg7sOkFpb_1_8,R_1FPMeHzg7sOkFpb,1,8,verplicht,verplichten,VERB
2996,Q9_R_1FPMeHzg7sOkFpb_1_9,R_1FPMeHzg7sOkFpb,1,9,stelt,stellen,VERB
2997,Q9_R_1FPMeHzg7sOkFpb_1_10,R_1FPMeHzg7sOkFpb,1,10,.,.,PUNCT
2998,Q9_R_1FPMeHzg7sOkFpb_2_0,R_1FPMeHzg7sOkFpb,2,0,Er,er,ADV
2999,Q9_R_1FPMeHzg7sOkFpb_2_1,R_1FPMeHzg7sOkFpb,2,1,zijn,zijn,VERB
3000,Q9_R_1FPMeHzg7sOkFpb_2_2,R_1FPMeHzg7sOkFpb,2,2,genoeg,genoeg,ADV
3001,Q9_R_1FPMeHzg7sOkFpb_2_3,R_1FPMeHzg7sOkFpb,2,3,mooie,mooi,ADJ
3002,Q9_R_1FPMeHzg7sOkFpb_2_4,R_1FPMeHzg7sOkFpb,2,4,literaire,literair,ADJ
3003,Q9_R_1FPMeHzg7sOkFpb_2_5,R_1FPMeHzg7sOkFpb,2,5,werken,werk,NOUN
3004,Q9_R_1FPMeHzg7sOkFpb_2_6,R_1FPMeHzg7sOkFpb,2,6,om,om,ADP
3005,Q9_R_1FPMeHzg7sOkFpb_2_7,R_1FPMeHzg7sOkFpb,2,7,uit,uit,ADP
3006,Q9_R_1FPMeHzg7sOkFpb_2_8,R_1FPMeHzg7sOkFpb,2,8,te,te,ADP
3007,Q9_R_1FPMeHzg7sOkFpb_2_9,R_1FPMeHzg7sOkFpb,2,9,kiezen,uitkiezen,VERB
3008,Q9_R_1FPMeHzg7sOkFpb_2_10,R_1FPMeHzg7sOkFpb,2,10,.,.,PUNCT
3009,Q9_R_1FPMeHzg7sOkFpb_3_0,R_1FPMeHzg7sOkFpb,3,0,Geef,geven,VERB
3010,Q9_R_1FPMeHzg7sOkFpb_3_1,R_1FPMeHzg7sOkFpb,3,1,de,de,DET
3011,Q9_R_1FPMeHzg7sOkFpb_3_2,R_1FPMeHzg7sOkFpb,3,2,leerlingen,leerling,NOUN
3012,Q9_R_1FPMeHzg7sOkFpb_3_3,R_1FPMeHzg7sOkFpb,3,3,hun,hun,PRON
3013,Q9_R_1FPMeHzg7sOkFpb_3_4,R_1FPMeHzg7sOkFpb,3,4,eigen,eigen,ADJ
3014,Q9_R_1FPMeHzg7sOkFpb_3_5,R_1FPMeHzg7sOkFpb,3,5,verantwoordelijkheid,verantwoordelijkheid,NOUN
3015,Q9_R_1FPMeHzg7sOkFpb_3_6,R_1FPMeHzg7sOkFpb,3,6,daarin,daarin,ADV
3016,Q9_R_1FPMeHzg7sOkFpb_3_7,R_1FPMeHzg7sOkFpb,3,7,.,.,PUNCT
3017,Q9_R_3fI5IzKnlxI3olq_0_0,R_3fI5IzKnlxI3olq,0,0,in,in,ADP
3018,Q9_R_3fI5IzKnlxI3olq_0_1,R_3fI5IzKnlxI3olq,0,1,mijn,mijn,PRON
3019,Q9_R_3fI5IzKnlxI3olq_0_2,R_3fI5IzKnlxI3olq,0,2,school,school,NOUN
3020,Q9_R_3fI5IzKnlxI3olq_0_3,R_3fI5IzKnlxI3olq,0,3,kregen,krijgen,VERB
3021,Q9_R_3fI5IzKnlxI3olq_0_4,R_3fI5IzKnlxI3olq,0,4,we,we,PRON
3022,Q9_R_3fI5IzKnlxI3olq_0_5,R_3fI5IzKnlxI3olq,0,5,een,een,DET
3023,Q9_R_3fI5IzKnlxI3olq_0_6,R_3fI5IzKnlxI3olq,0,6,lange,lang,ADJ
3024,Q9_R_3fI5IzKnlxI3olq_0_7,R_3fI5IzKnlxI3olq,0,7,lijst,lijst,NOUN
3025,Q9_R_3fI5IzKnlxI3olq_0_8,R_3fI5IzKnlxI3olq,0,8,waaruit,waaruit,ADV
3026,Q9_R_3fI5IzKnlxI3olq_0_9,R_3fI5IzKnlxI3olq,0,9,we,we,PRON
3027,Q9_R_3fI5IzKnlxI3olq_0_10,R_3fI5IzKnlxI3olq,0,10,1,1,NUM
3028,Q9_R_3fI5IzKnlxI3olq_0_11,R_3fI5IzKnlxI3olq,0,11,boek,boek,NOUN
3029,Q9_R_3fI5IzKnlxI3olq_0_12,R_3fI5IzKnlxI3olq,0,12,mochten,mochten,AUX
3030,Q9_R_3fI5IzKnlxI3olq_0_13,R_3fI5IzKnlxI3olq,0,13,kiezen,kiezen,VERB
3031,Q9_R_3fI5IzKnlxI3olq_0_14,R_3fI5IzKnlxI3olq,0,14,-,-,PUNCT
3032,Q9_R_3fI5IzKnlxI3olq_0_15,R_3fI5IzKnlxI3olq,0,15,dit,dit,PRON
3033,Q9_R_3fI5IzKnlxI3olq_0_16,R_3fI5IzKnlxI3olq,0,16,vind,vinden,VERB
3034,Q9_R_3fI5IzKnlxI3olq_0_17,R_3fI5IzKnlxI3olq,0,17,ik,ik,PRON
3035,Q9_R_3fI5IzKnlxI3olq_0_18,R_3fI5IzKnlxI3olq,0,18,een,een,DET
3036,Q9_R_3fI5IzKnlxI3olq_0_19,R_3fI5IzKnlxI3olq,0,19,goede,goed,ADJ
3037,Q9_R_3fI5IzKnlxI3olq_0_20,R_3fI5IzKnlxI3olq,0,20,strategie,strategie,NOUN
3038,Q9_R_3fI5IzKnlxI3olq_0_21,R_3fI5IzKnlxI3olq,0,21,.,.,PUNCT
3039,Q9_R_3fI5IzKnlxI3olq_1_0,R_3fI5IzKnlxI3olq,1,0,zo,zo,ADV
3040,Q9_R_3fI5IzKnlxI3olq_1_1,R_3fI5IzKnlxI3olq,1,1,lees,lezen,VERB
3041,Q9_R_3fI5IzKnlxI3olq_1_2,R_3fI5IzKnlxI3olq,1,2,je,je,PRON
3042,Q9_R_3fI5IzKnlxI3olq_1_3,R_3fI5IzKnlxI3olq,1,3,een,een,DET
3043,Q9_R_3fI5IzKnlxI3olq_1_4,R_3fI5IzKnlxI3olq,1,4,klassieker,klassieker,NOUN
3044,Q9_R_3fI5IzKnlxI3olq_1_5,R_3fI5IzKnlxI3olq,1,5,",",",",PUNCT
3045,Q9_R_3fI5IzKnlxI3olq_1_6,R_3fI5IzKnlxI3olq,1,6,maar,maar,CCONJ
3046,Q9_R_3fI5IzKnlxI3olq_1_7,R_3fI5IzKnlxI3olq,1,7,geen,geen,PRON
3047,Q9_R_3fI5IzKnlxI3olq_1_8,R_3fI5IzKnlxI3olq,1,8,die,die,PRON
3048,Q9_R_3fI5IzKnlxI3olq_1_9,R_3fI5IzKnlxI3olq,1,9,je,je,PRON
3049,Q9_R_3fI5IzKnlxI3olq_1_10,R_3fI5IzKnlxI3olq,1,10,echt,echt,ADJ
3050,Q9_R_3fI5IzKnlxI3olq_1_11,R_3fI5IzKnlxI3olq,1,11,helemaal,helemaal,ADV
3051,Q9_R_3fI5IzKnlxI3olq_1_12,R_3fI5IzKnlxI3olq,1,12,niets,niets,PRON
3052,Q9_R_3fI5IzKnlxI3olq_1_13,R_3fI5IzKnlxI3olq,1,13,zegt,zeggen,VERB
3053,Q9_R_ujDRB71PpAzt6Zr_0_0,R_ujDRB71PpAzt6Zr,0,0,De,de,DET
3054,Q9_R_ujDRB71PpAzt6Zr_0_1,R_ujDRB71PpAzt6Zr,0,1,ll,ll,PROPN
3055,Q9_R_ujDRB71PpAzt6Zr_0_2,R_ujDRB71PpAzt6Zr,0,2,lezen,lezen,VERB
3056,Q9_R_ujDRB71PpAzt6Zr_0_3,R_ujDRB71PpAzt6Zr,0,3,te,te,ADV
3057,Q9_R_ujDRB71PpAzt6Zr_0_4,R_ujDRB71PpAzt6Zr,0,4,weinig,weinig,ADV
3058,Q9_R_ujDRB71PpAzt6Zr_0_5,R_ujDRB71PpAzt6Zr,0,5,op,op,ADP
3059,Q9_R_ujDRB71PpAzt6Zr_0_6,R_ujDRB71PpAzt6Zr,0,6,niveau,niveau,NOUN
3060,Q9_R_ujDRB71PpAzt6Zr_0_7,R_ujDRB71PpAzt6Zr,0,7,in,in,ADP
3061,Q9_R_ujDRB71PpAzt6Zr_0_8,R_ujDRB71PpAzt6Zr,0,8,ieder,ieder,DET
3062,Q9_R_ujDRB71PpAzt6Zr_0_9,R_ujDRB71PpAzt6Zr,0,9,geval,geval,NOUN
3063,Q9_R_ujDRB71PpAzt6Zr_0_10,R_ujDRB71PpAzt6Zr,0,10,vwo,vwo,NOUN
3064,Q9_R_ujDRB71PpAzt6Zr_0_11,R_ujDRB71PpAzt6Zr,0,11,/,/,SYM
3065,Q9_R_ujDRB71PpAzt6Zr_0_12,R_ujDRB71PpAzt6Zr,0,12,gymnasium,gymnasium,NOUN
3066,Q9_R_ujDRB71PpAzt6Zr_0_13,R_ujDRB71PpAzt6Zr,0,13,zou,zullen,AUX
3067,Q9_R_ujDRB71PpAzt6Zr_0_14,R_ujDRB71PpAzt6Zr,0,14,het,het,PRON
3068,Q9_R_ujDRB71PpAzt6Zr_0_15,R_ujDRB71PpAzt6Zr,0,15,moeten,moeten,VERB
3069,Q9_R_1HnGMYYKNl9DLmH_0_0,R_1HnGMYYKNl9DLmH,0,0,Er,er,ADV
3070,Q9_R_1HnGMYYKNl9DLmH_0_1,R_1HnGMYYKNl9DLmH,0,1,zou,zullen,AUX
3071,Q9_R_1HnGMYYKNl9DLmH_0_2,R_1HnGMYYKNl9DLmH,0,2,een,een,DET
3072,Q9_R_1HnGMYYKNl9DLmH_0_3,R_1HnGMYYKNl9DLmH,0,3,vak,vak,NOUN
3073,Q9_R_1HnGMYYKNl9DLmH_0_4,R_1HnGMYYKNl9DLmH,0,4,Literatuuronderwijs,Literatuuronderwijs,ADJ
3074,Q9_R_1HnGMYYKNl9DLmH_0_5,R_1HnGMYYKNl9DLmH,0,5,gegeven,geven,VERB
3075,Q9_R_1HnGMYYKNl9DLmH_0_6,R_1HnGMYYKNl9DLmH,0,6,moeten,moeten,AUX
3076,Q9_R_1HnGMYYKNl9DLmH_0_7,R_1HnGMYYKNl9DLmH,0,7,worden,worden,AUX
3077,Q9_R_1HnGMYYKNl9DLmH_0_8,R_1HnGMYYKNl9DLmH,0,8,(,(,PUNCT
3078,Q9_R_1HnGMYYKNl9DLmH_0_9,R_1HnGMYYKNl9DLmH,0,9,naast,naast,ADP
3079,Q9_R_1HnGMYYKNl9DLmH_0_10,R_1HnGMYYKNl9DLmH,0,10,het,het,DET
3080,Q9_R_1HnGMYYKNl9DLmH_0_11,R_1HnGMYYKNl9DLmH,0,11,vak,vak,NOUN
3081,Q9_R_1HnGMYYKNl9DLmH_0_12,R_1HnGMYYKNl9DLmH,0,12,Nederlands,Nederlands,PROPN
3082,Q9_R_1HnGMYYKNl9DLmH_0_13,R_1HnGMYYKNl9DLmH,0,13,),),PUNCT
3083,Q9_R_2PpTTbCNPRXiCnf_0_0,R_2PpTTbCNPRXiCnf,0,0,Het,het,PRON
3084,Q9_R_2PpTTbCNPRXiCnf_0_1,R_2PpTTbCNPRXiCnf,0,1,is,zijn,AUX
3085,Q9_R_2PpTTbCNPRXiCnf_0_2,R_2PpTTbCNPRXiCnf,0,2,zaak,zaak,NOUN
3086,Q9_R_2PpTTbCNPRXiCnf_0_3,R_2PpTTbCNPRXiCnf,0,3,de,de,DET
3087,Q9_R_2PpTTbCNPRXiCnf_0_4,R_2PpTTbCNPRXiCnf,0,4,verplichte,verplichten,VERB
3088,Q9_R_2PpTTbCNPRXiCnf_0_5,R_2PpTTbCNPRXiCnf,0,5,boeken,boek,NOUN
3089,Q9_R_2PpTTbCNPRXiCnf_0_6,R_2PpTTbCNPRXiCnf,0,6,meer,veel,PRON
3090,Q9_R_2PpTTbCNPRXiCnf_0_7,R_2PpTTbCNPRXiCnf,0,7,te,te,ADP
3091,Q9_R_2PpTTbCNPRXiCnf_0_8,R_2PpTTbCNPRXiCnf,0,8,maken,maken,VERB
3092,Q9_R_2PpTTbCNPRXiCnf_0_9,R_2PpTTbCNPRXiCnf,0,9,dan,dan,ADV
3093,Q9_R_2PpTTbCNPRXiCnf_0_10,R_2PpTTbCNPRXiCnf,0,10,alleen,alleen,ADV
3094,Q9_R_2PpTTbCNPRXiCnf_0_11,R_2PpTTbCNPRXiCnf,0,11,een,een,DET
3095,Q9_R_2PpTTbCNPRXiCnf_0_12,R_2PpTTbCNPRXiCnf,0,12,boek,boek,NOUN
3096,Q9_R_2PpTTbCNPRXiCnf_0_13,R_2PpTTbCNPRXiCnf,0,13,dat,dat,PRON
3097,Q9_R_2PpTTbCNPRXiCnf_0_14,R_2PpTTbCNPRXiCnf,0,14,leerlingen,leerling,NOUN
3098,Q9_R_2PpTTbCNPRXiCnf_0_15,R_2PpTTbCNPRXiCnf,0,15,verplicht,verplichten,VERB
3099,Q9_R_2PpTTbCNPRXiCnf_0_16,R_2PpTTbCNPRXiCnf,0,16,moeten,moeten,AUX
3100,Q9_R_2PpTTbCNPRXiCnf_0_17,R_2PpTTbCNPRXiCnf,0,17,lezen,lezen,VERB
3101,Q9_R_2PpTTbCNPRXiCnf_0_18,R_2PpTTbCNPRXiCnf,0,18,.,.,PUNCT
3102,Q9_R_2PpTTbCNPRXiCnf_1_0,R_2PpTTbCNPRXiCnf,1,0,Het,het,PRON
3103,Q9_R_2PpTTbCNPRXiCnf_1_1,R_2PpTTbCNPRXiCnf,1,1,is,zijn,AUX
3104,Q9_R_2PpTTbCNPRXiCnf_1_2,R_2PpTTbCNPRXiCnf,1,2,een,een,DET
3105,Q9_R_2PpTTbCNPRXiCnf_1_3,R_2PpTTbCNPRXiCnf,1,3,discussie-onderwerp,discussie-onderwerp,NOUN
3106,Q9_R_2PpTTbCNPRXiCnf_1_4,R_2PpTTbCNPRXiCnf,1,4,",",",",PUNCT
3107,Q9_R_2PpTTbCNPRXiCnf_1_5,R_2PpTTbCNPRXiCnf,1,5,een,een,DET
3108,Q9_R_2PpTTbCNPRXiCnf_1_6,R_2PpTTbCNPRXiCnf,1,6,manier,manier,NOUN
3109,Q9_R_2PpTTbCNPRXiCnf_1_7,R_2PpTTbCNPRXiCnf,1,7,om,om,ADP
3110,Q9_R_2PpTTbCNPRXiCnf_1_8,R_2PpTTbCNPRXiCnf,1,8,iets,iets,PRON
3111,Q9_R_2PpTTbCNPRXiCnf_1_9,R_2PpTTbCNPRXiCnf,1,9,te,te,ADP
3112,Q9_R_2PpTTbCNPRXiCnf_1_10,R_2PpTTbCNPRXiCnf,1,10,leren,leren,VERB
3113,Q9_R_2PpTTbCNPRXiCnf_1_11,R_2PpTTbCNPRXiCnf,1,11,over,over,ADP
3114,Q9_R_2PpTTbCNPRXiCnf_1_12,R_2PpTTbCNPRXiCnf,1,12,een,een,DET
3115,Q9_R_2PpTTbCNPRXiCnf_1_13,R_2PpTTbCNPRXiCnf,1,13,bepaalde,bepalen,VERB
3116,Q9_R_2PpTTbCNPRXiCnf_1_14,R_2PpTTbCNPRXiCnf,1,14,tijd,tijd,NOUN
3117,Q9_R_2PpTTbCNPRXiCnf_1_15,R_2PpTTbCNPRXiCnf,1,15,.,.,PUNCT
3118,Q9_R_2PpTTbCNPRXiCnf_2_0,R_2PpTTbCNPRXiCnf,2,0,Alleen,alleen,ADV
3119,Q9_R_2PpTTbCNPRXiCnf_2_1,R_2PpTTbCNPRXiCnf,2,1,verplichten,verplichten,VERB
3120,Q9_R_2PpTTbCNPRXiCnf_2_2,R_2PpTTbCNPRXiCnf,2,2,is,zijn,AUX
3121,Q9_R_2PpTTbCNPRXiCnf_2_3,R_2PpTTbCNPRXiCnf,2,3,dus,dus,ADV
3122,Q9_R_2PpTTbCNPRXiCnf_2_4,R_2PpTTbCNPRXiCnf,2,4,zinloos,zinloos,ADJ
3123,Q9_R_2PpTTbCNPRXiCnf_2_5,R_2PpTTbCNPRXiCnf,2,5,.,.,PUNCT
3124,Q9_R_2PpTTbCNPRXiCnf_3_0,R_2PpTTbCNPRXiCnf,3,0,Er,er,ADV
3125,Q9_R_2PpTTbCNPRXiCnf_3_1,R_2PpTTbCNPRXiCnf,3,1,moet,moeten,AUX
3126,Q9_R_2PpTTbCNPRXiCnf_3_2,R_2PpTTbCNPRXiCnf,3,2,een,een,DET
3127,Q9_R_2PpTTbCNPRXiCnf_3_3,R_2PpTTbCNPRXiCnf,3,3,gesprek,gesprek,NOUN
3128,Q9_R_2PpTTbCNPRXiCnf_3_4,R_2PpTTbCNPRXiCnf,3,4,worden,worden,AUX
3129,Q9_R_2PpTTbCNPRXiCnf_3_5,R_2PpTTbCNPRXiCnf,3,5,aangegaan,aangaan,VERB
3130,Q9_R_2PpTTbCNPRXiCnf_3_6,R_2PpTTbCNPRXiCnf,3,6,over,over,ADP
