,identifyer,response_id,sentence_number,token,lemma,pos
46,Q11_R_SIRLhLtxBWnZIAh_0,R_SIRLhLtxBWnZIAh,0,ontwikkeling,ontwikkeling,NOUN
47,Q11_R_SIRLhLtxBWnZIAh_0,R_SIRLhLtxBWnZIAh,0,van,van,ADP
48,Q11_R_SIRLhLtxBWnZIAh_0,R_SIRLhLtxBWnZIAh,0,onze,ons,PRON
49,Q11_R_SIRLhLtxBWnZIAh_0,R_SIRLhLtxBWnZIAh,0,cultuur,cultuur,NOUN
50,Q11_R_SIRLhLtxBWnZIAh_0,R_SIRLhLtxBWnZIAh,0,en,en,CCONJ
51,Q11_R_SIRLhLtxBWnZIAh_0,R_SIRLhLtxBWnZIAh,0,samenleving,samenleving,NOUN
52,Q11_R_SIRLhLtxBWnZIAh_0,R_SIRLhLtxBWnZIAh,0,.,.,PUNCT
53,Q11_R_SIRLhLtxBWnZIAh_1,R_SIRLhLtxBWnZIAh,1,Die,die,DET
54,Q11_R_SIRLhLtxBWnZIAh_1,R_SIRLhLtxBWnZIAh,1,verbinding,verbinding,NOUN
55,Q11_R_SIRLhLtxBWnZIAh_1,R_SIRLhLtxBWnZIAh,1,en,en,CCONJ
56,Q11_R_SIRLhLtxBWnZIAh_1,R_SIRLhLtxBWnZIAh,1,dat,dat,PRON
57,Q11_R_SIRLhLtxBWnZIAh_1,R_SIRLhLtxBWnZIAh,1,inzicht,inzicht,NOUN
58,Q11_R_SIRLhLtxBWnZIAh_1,R_SIRLhLtxBWnZIAh,1,is,zijn,AUX
59,Q11_R_SIRLhLtxBWnZIAh_1,R_SIRLhLtxBWnZIAh,1,essentieel,essentieel,ADJ
60,Q11_R_SIRLhLtxBWnZIAh_1,R_SIRLhLtxBWnZIAh,1,.,.,PUNCT
61,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,Niet,niet,ADV
62,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,alleen,alleen,ADV
63,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,om,om,ADP
64,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,de,de,DET
65,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,(,(,PUNCT
66,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,historische,historisch,ADJ
67,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,),),PUNCT
68,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,literatuur,literatuur,NOUN
69,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,te,te,ADP
70,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,behouden,behouden,VERB
71,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,voor,voor,ADP
72,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,de,de,DET
73,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,toekomst,toekomst,NOUN
74,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,",",",",PUNCT
75,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,maar,maar,CCONJ
76,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,ook,ook,ADV
77,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,om,om,ADP
78,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,de,de,DET
79,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,leerlingen,leerling,NOUN
80,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,goede,goed,ADJ
81,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,bagage,bagage,NOUN
82,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,mee,mee,ADP
83,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,te,te,ADP
84,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,geven,geven,VERB
85,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,waardoor,waardoor,ADV
86,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,ze,ze,PRON
87,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,later,laat,ADJ
88,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,in,in,ADP
89,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,theater/film,theater/film,NOUN
90,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,oid,oid,PROPN
91,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,verbanden,verband,NOUN
92,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,kunnen,kunnen,AUX
93,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,leggen,leggen,VERB
94,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,met,met,ADP
95,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,teksten,tekst,NOUN
96,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,die,die,PRON
97,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,ze,ze,PRON
98,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,op,op,ADP
99,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,school,school,NOUN
100,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,gelezen,lezen,VERB
101,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,hebben,hebben,AUX
102,Q11_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,.,.,PUNCT
103,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,Ja,ja,INTJ
104,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,",",",",PUNCT
105,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,maar,maar,CCONJ
106,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,op,op,ADP
107,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,een,een,DET
108,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,manier,manier,NOUN
109,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,die,die,PRON
110,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,bij,bij,ADP
111,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,de,de,DET
112,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,betreffende,betreffen,VERB
113,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,klas,klas,NOUN
114,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,en,en,CCONJ
115,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,leerling,leerling,NOUN
116,Q11_R_1FG7twYtwslBRBw_0,R_1FG7twYtwslBRBw,0,past,pasn,VERB
117,Q11_R_1OZGgGNpI9GfAP3_0,R_1OZGgGNpI9GfAP3,0,Gedeelde,Gedeelde,VERB
118,Q11_R_1OZGgGNpI9GfAP3_0,R_1OZGgGNpI9GfAP3,0,culturele,cultureel,ADJ
119,Q11_R_1OZGgGNpI9GfAP3_0,R_1OZGgGNpI9GfAP3,0,geschiedenis,geschiedenis,NOUN
120,Q11_R_1OZGgGNpI9GfAP3_0,R_1OZGgGNpI9GfAP3,0,Jan,Jan,PROPN
121,Q11_R_1OZGgGNpI9GfAP3_0,R_1OZGgGNpI9GfAP3,0,begrip,begrip,NOUN
122,Q11_R_1OZGgGNpI9GfAP3_0,R_1OZGgGNpI9GfAP3,0,kweken,kweken,VERB
123,Q11_R_1OZGgGNpI9GfAP3_0,R_1OZGgGNpI9GfAP3,0,voor,voor,ADP
124,Q11_R_1OZGgGNpI9GfAP3_0,R_1OZGgGNpI9GfAP3,0,een,een,DET
125,Q11_R_1OZGgGNpI9GfAP3_0,R_1OZGgGNpI9GfAP3,0,ander,ander,ADJ
126,Q11_R_2VKm48sb5BeBpGl_0,R_2VKm48sb5BeBpGl,0,zie,zien,VERB
127,Q11_R_2VKm48sb5BeBpGl_0,R_2VKm48sb5BeBpGl,0,toelichting,toelichting,NOUN
128,Q11_R_2VKm48sb5BeBpGl_0,R_2VKm48sb5BeBpGl,0,bij,bij,ADP
129,Q11_R_2VKm48sb5BeBpGl_0,R_2VKm48sb5BeBpGl,0,vorig,vorig,ADJ
130,Q11_R_2VKm48sb5BeBpGl_0,R_2VKm48sb5BeBpGl,0,antwoord,antwoord,NOUN
131,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,Verschillende,verschillend,ADJ
132,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,niveaus,niveau,NOUN
133,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,van,van,ADP
134,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,',',PUNCT
135,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,elementaire,elementair,ADJ
136,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,kennis,kennis,NOUN
137,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,',',PUNCT
138,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,voor,voor,ADP
139,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,de,de,DET
140,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,verschillende,verschillend,ADJ
141,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,onderwijsvormen,onderwijsvorm,NOUN
142,Q11_R_tPoNywriawI1vAl_0,R_tPoNywriawI1vAl,0,.,.,PUNCT
143,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,Mbt,Mbt,PROPN
144,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,mavo/vmbo,mavo/vmbo,PROPN
145,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,denk,denken,VERB
146,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,ik,ik,PRON
147,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,dat,dat,SCONJ
148,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,het,het,DET
149,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,bewustzijn,bewustzijn,NOUN
150,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,dat,dat,PRON
151,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,literatuurgeschiedenis,literatuurgeschiedenis,NOUN
152,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,een,een,DET
153,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,fenomeen,fenomeen,NOUN
154,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,is,zijn,AUX
155,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,",",",",PUNCT
156,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,en,en,CCONJ
157,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,dat,dat,DET
158,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,literatuur,literatuur,NOUN
159,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,zich,zich,PRON
160,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,maatschappelijk,maatschappelijk,ADJ
161,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,ontwikkelt,ontwikkelen,VERB
162,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,",",",",PUNCT
163,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,al,al,SCONJ
164,Q11_R_tPoNywriawI1vAl_1,R_tPoNywriawI1vAl,1,voldoet,voldoen,VERB
165,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,Neutrale,Neutrale,ADJ
166,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,(,(,PUNCT
167,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,in,in,ADP
168,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,de,de,DET
169,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,mate,mate,NOUN
170,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,van,van,ADP
171,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,het,het,DET
172,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,mogelijke,mogelijk,ADJ
173,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,),),PUNCT
174,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,",",",",PUNCT
175,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,beschrijvende,beschrijven,VERB
176,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,literatuurgeschiedenis,literatuurgeschiedenis,NOUN
177,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,",",",",PUNCT
178,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,op,op,ADP
179,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,maat,maat,NOUN
180,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,van,van,ADP
181,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,de,de,DET
182,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,doelgroep,doelgroep,NOUN
183,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,",",",",PUNCT
184,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,is,zijn,AUX
185,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,zeker,zeker,ADJ
186,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,aan,aan,ADP
187,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,te,te,ADP
188,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,bevelen,aanbevelen,VERB
189,Q11_R_1j9tkCD08VkdSr0_0,R_1j9tkCD08VkdSr0,0,.,.,PUNCT
190,Q11_R_1JJTOgoAQGaAVvy_0,R_1JJTOgoAQGaAVvy,0,Zie,zien,VERB
191,Q11_R_1JJTOgoAQGaAVvy_0,R_1JJTOgoAQGaAVvy,0,vorige,vorig,ADJ
192,Q11_R_1JJTOgoAQGaAVvy_0,R_1JJTOgoAQGaAVvy,0,toelichting,toelichting,NOUN
193,Q11_R_1JJTOgoAQGaAVvy_0,R_1JJTOgoAQGaAVvy,0,.,.,PUNCT
194,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,Ik,ik,PRON
195,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,zie,zien,VERB
196,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,te,te,ADV
197,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,veel,veel,DET
198,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,mensen,mens,NOUN
199,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,met,met,ADP
200,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,alleen,alleen,ADV
201,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,slechte,slecht,ADJ
202,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,associaties,associatie,NOUN
203,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,bij,bij,ADP
204,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,NL,NL,PROPN
205,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,literatuur,literatuur,NOUN
206,Q11_R_W9d4fVNMopdR5mh_0,R_W9d4fVNMopdR5mh,0,.,.,PUNCT
207,Q11_R_W9d4fVNMopdR5mh_1,R_W9d4fVNMopdR5mh,1,Saai,Saai,ADJ
208,Q11_R_W9d4fVNMopdR5mh_1,R_W9d4fVNMopdR5mh,1,onderwijs,onderwijs,NOUN
209,Q11_R_W9d4fVNMopdR5mh_1,R_W9d4fVNMopdR5mh,1,werkt,werken,VERB
210,Q11_R_W9d4fVNMopdR5mh_1,R_W9d4fVNMopdR5mh,1,niet,niet,ADV
211,Q11_R_W9d4fVNMopdR5mh_1,R_W9d4fVNMopdR5mh,1,.,.,PUNCT
212,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,Literatuur,literatuur,NOUN
213,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,is,zijn,AUX
214,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,een,een,DET
215,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,medium,medium,NOUN
216,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,die,die,PRON
217,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,de,de,DET
218,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,creativiteit,creativiteit,NOUN
219,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,en,en,CCONJ
220,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,de,de,DET
221,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,verbeelding,verbeelding,NOUN
222,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,bevordert,bevordren,VERB
223,Q11_R_BKszc9tfOXRNmQF_0,R_BKszc9tfOXRNmQF,0,.,.,PUNCT
224,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,In,in,ADP
225,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,een,een,DET
226,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,wereld,wereld,NOUN
227,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,waarin,waarin,ADV
228,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,de,de,DET
229,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,meeste,veel,ADV
230,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,mensen,mens,NOUN
231,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,constant,constant,ADJ
232,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,hun,hun,PRON
233,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,vrije,vrij,ADJ
234,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,tijd,tijd,NOUN
235,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,spenderen,spenderen,VERB
236,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,op,op,ADP
237,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,sociale,sociaal,ADJ
238,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,media,medium,NOUN
239,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,",",",",PUNCT
240,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,verliezen,verliezen,VERB
241,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,we,we,PRON
242,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,veel,veel,DET
243,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,creativiteit,creativiteit,NOUN
244,Q11_R_BKszc9tfOXRNmQF_1,R_BKszc9tfOXRNmQF,1,.,.,PUNCT
245,Q11_R_BKszc9tfOXRNmQF_2,R_BKszc9tfOXRNmQF,2,Deze,deze,PRON
246,Q11_R_BKszc9tfOXRNmQF_2,R_BKszc9tfOXRNmQF,2,moeten,moeten,AUX
247,Q11_R_BKszc9tfOXRNmQF_2,R_BKszc9tfOXRNmQF,2,we,we,PRON
248,Q11_R_BKszc9tfOXRNmQF_2,R_BKszc9tfOXRNmQF,2,opwekken,opwekken,VERB
249,Q11_R_BKszc9tfOXRNmQF_2,R_BKszc9tfOXRNmQF,2,vanaf,vanaf,ADP
