,identifier,response_id,sentence_number,token_number,token,lemma,pos
3336,Q16_R_pbcMSp89gC2uOw9_2_2,R_pbcMSp89gC2uOw9,2,2,mensen,mens,NOUN
3337,Q16_R_pbcMSp89gC2uOw9_2_3,R_pbcMSp89gC2uOw9,2,3,zouden,zullen,AUX
3338,Q16_R_pbcMSp89gC2uOw9_2_4,R_pbcMSp89gC2uOw9,2,4,toch,toch,ADV
3339,Q16_R_pbcMSp89gC2uOw9_2_5,R_pbcMSp89gC2uOw9,2,5,iets,iets,PRON
3340,Q16_R_pbcMSp89gC2uOw9_2_6,R_pbcMSp89gC2uOw9,2,6,moeten,moeten,AUX
3341,Q16_R_pbcMSp89gC2uOw9_2_7,R_pbcMSp89gC2uOw9,2,7,weten,weten,VERB
3342,Q16_R_pbcMSp89gC2uOw9_2_8,R_pbcMSp89gC2uOw9,2,8,van,van,ADP
3343,Q16_R_pbcMSp89gC2uOw9_2_9,R_pbcMSp89gC2uOw9,2,9,de,de,DET
3344,Q16_R_pbcMSp89gC2uOw9_2_10,R_pbcMSp89gC2uOw9,2,10,nederlandse,Nederlands,ADJ
3345,Q16_R_pbcMSp89gC2uOw9_2_11,R_pbcMSp89gC2uOw9,2,11,literatuur,literatuur,NOUN
3346,Q16_R_pbcMSp89gC2uOw9_2_12,R_pbcMSp89gC2uOw9,2,12,.,.,PUNCT
3347,Q16_R_pbcMSp89gC2uOw9_3_0,R_pbcMSp89gC2uOw9,3,0,Enthousiaste,enthousiast,ADJ
3348,Q16_R_pbcMSp89gC2uOw9_3_1,R_pbcMSp89gC2uOw9,3,1,leraren,leraar,NOUN
3349,Q16_R_pbcMSp89gC2uOw9_3_2,R_pbcMSp89gC2uOw9,3,2,.,.,PUNCT
3350,Q16_R_1LI1EtLvKkuQC3x_0_0,R_1LI1EtLvKkuQC3x,0,0,Kwaliteit,kwaliteit,NOUN
3351,Q16_R_1LI1EtLvKkuQC3x_0_1,R_1LI1EtLvKkuQC3x,0,1,is,zijn,VERB
3352,Q16_R_1LI1EtLvKkuQC3x_0_2,R_1LI1EtLvKkuQC3x,0,2,het,het,DET
3353,Q16_R_1LI1EtLvKkuQC3x_0_3,R_1LI1EtLvKkuQC3x,0,3,hoogste,hoog,ADJ
3354,Q16_R_1LI1EtLvKkuQC3x_0_4,R_1LI1EtLvKkuQC3x,0,4,criterium,criterium,NOUN
3355,Q16_R_1LI1EtLvKkuQC3x_0_5,R_1LI1EtLvKkuQC3x,0,5,",",",",PUNCT
3356,Q16_R_1LI1EtLvKkuQC3x_0_6,R_1LI1EtLvKkuQC3x,0,6,hopelijk,hopelijk,ADJ
3357,Q16_R_1LI1EtLvKkuQC3x_0_7,R_1LI1EtLvKkuQC3x,0,7,leidt,leiden,VERB
3358,Q16_R_1LI1EtLvKkuQC3x_0_8,R_1LI1EtLvKkuQC3x,0,8,dat,dat,SCONJ
3359,Q16_R_1LI1EtLvKkuQC3x_0_9,R_1LI1EtLvKkuQC3x,0,9,ook,ook,ADV
3360,Q16_R_1LI1EtLvKkuQC3x_0_10,R_1LI1EtLvKkuQC3x,0,10,tot,tot,ADP
3361,Q16_R_1LI1EtLvKkuQC3x_0_11,R_1LI1EtLvKkuQC3x,0,11,een,een,DET
3362,Q16_R_1LI1EtLvKkuQC3x_0_12,R_1LI1EtLvKkuQC3x,0,12,gevarieerde,varieren,VERB
3363,Q16_R_1LI1EtLvKkuQC3x_0_13,R_1LI1EtLvKkuQC3x,0,13,en,en,CCONJ
3364,Q16_R_1LI1EtLvKkuQC3x_0_14,R_1LI1EtLvKkuQC3x,0,14,inclusieve,inclusief,ADJ
3365,Q16_R_1LI1EtLvKkuQC3x_0_15,R_1LI1EtLvKkuQC3x,0,15,lijst,lijst,NOUN
3366,Q16_R_1LI1EtLvKkuQC3x_0_16,R_1LI1EtLvKkuQC3x,0,16,.,.,PUNCT
3367,Q16_R_2WxyvAlknetkESd_0_0,R_2WxyvAlknetkESd,0,0,Astrid,Astrid,PROPN
3368,Q16_R_2WxyvAlknetkESd_0_1,R_2WxyvAlknetkESd,0,1,Roemer,Roemer,PROPN
3369,Q16_R_2WxyvAlknetkESd_0_2,R_2WxyvAlknetkESd,0,2,",",",",PUNCT
3370,Q16_R_2WxyvAlknetkESd_0_3,R_2WxyvAlknetkESd,0,3,Tjalie,Tjalie,PROPN
3371,Q16_R_2WxyvAlknetkESd_0_4,R_2WxyvAlknetkESd,0,4,Robinson,Robinson,PROPN
3372,Q16_R_2WxyvAlknetkESd_0_5,R_2WxyvAlknetkESd,0,5,",",",",PUNCT
3373,Q16_R_2WxyvAlknetkESd_0_6,R_2WxyvAlknetkESd,0,6,Maria,Maria,PROPN
3374,Q16_R_2WxyvAlknetkESd_0_7,R_2WxyvAlknetkESd,0,7,Dermoût,Dermoût,PROPN
3375,Q16_R_2WxyvAlknetkESd_0_8,R_2WxyvAlknetkESd,0,8,er,er,ADV
3376,Q16_R_2WxyvAlknetkESd_0_9,R_2WxyvAlknetkESd,0,9,is,zijn,AUX
3377,Q16_R_2WxyvAlknetkESd_0_10,R_2WxyvAlknetkESd,0,10,zo,zo,ADV
3378,Q16_R_2WxyvAlknetkESd_0_11,R_2WxyvAlknetkESd,0,11,veel,veel,PRON
3379,Q16_R_2alDGKVxMQrR8hD_0_0,R_2alDGKVxMQrR8hD,0,0,Een,een,DET
3380,Q16_R_2alDGKVxMQrR8hD_0_1,R_2alDGKVxMQrR8hD,0,1,canon,canon,NOUN
3381,Q16_R_2alDGKVxMQrR8hD_0_2,R_2alDGKVxMQrR8hD,0,2,bestaat,bestaan,VERB
3382,Q16_R_2alDGKVxMQrR8hD_0_3,R_2alDGKVxMQrR8hD,0,3,voor,voor,ADP
3383,Q16_R_2alDGKVxMQrR8hD_0_4,R_2alDGKVxMQrR8hD,0,4,mij,mij,PRON
3384,Q16_R_2alDGKVxMQrR8hD_0_5,R_2alDGKVxMQrR8hD,0,5,uit,uit,ADP
3385,Q16_R_2alDGKVxMQrR8hD_0_6,R_2alDGKVxMQrR8hD,0,6,het,het,DET
3386,Q16_R_2alDGKVxMQrR8hD_0_7,R_2alDGKVxMQrR8hD,0,7,beste,goed,ADJ
3387,Q16_R_2alDGKVxMQrR8hD_0_8,R_2alDGKVxMQrR8hD,0,8,van,van,ADP
3388,Q16_R_2alDGKVxMQrR8hD_0_9,R_2alDGKVxMQrR8hD,0,9,onze,ons,PRON
3389,Q16_R_2alDGKVxMQrR8hD_0_10,R_2alDGKVxMQrR8hD,0,10,literatuur,literatuur,NOUN
3390,Q16_R_2alDGKVxMQrR8hD_0_11,R_2alDGKVxMQrR8hD,0,11,",",",",PUNCT
3391,Q16_R_2alDGKVxMQrR8hD_0_12,R_2alDGKVxMQrR8hD,0,12,ongeacht,ongeacht,ADP
3392,Q16_R_2alDGKVxMQrR8hD_0_13,R_2alDGKVxMQrR8hD,0,13,gender,gender,SYM
3393,Q16_R_2alDGKVxMQrR8hD_0_14,R_2alDGKVxMQrR8hD,0,14,",",",",PUNCT
3394,Q16_R_2alDGKVxMQrR8hD_0_15,R_2alDGKVxMQrR8hD,0,15,geaardheid,geaardheid,NOUN
3395,Q16_R_2alDGKVxMQrR8hD_0_16,R_2alDGKVxMQrR8hD,0,16,",",",",PUNCT
3396,Q16_R_2alDGKVxMQrR8hD_0_17,R_2alDGKVxMQrR8hD,0,17,afkomst,afkomst,NOUN
3397,Q16_R_2alDGKVxMQrR8hD_0_18,R_2alDGKVxMQrR8hD,0,18,enz.,enzovoorts,X
3398,Q16_R_2alDGKVxMQrR8hD_0_19,R_2alDGKVxMQrR8hD,0,19,van,van,ADP
3399,Q16_R_2alDGKVxMQrR8hD_0_20,R_2alDGKVxMQrR8hD,0,20,de,de,DET
3400,Q16_R_2alDGKVxMQrR8hD_0_21,R_2alDGKVxMQrR8hD,0,21,auteurs,auteur,NOUN
3401,Q16_R_2alDGKVxMQrR8hD_0_22,R_2alDGKVxMQrR8hD,0,22,.,.,PUNCT
3402,Q16_R_3MMpWaT4buGLTbG_0_0,R_3MMpWaT4buGLTbG,0,0,Het,het,PRON
3403,Q16_R_3MMpWaT4buGLTbG_0_1,R_3MMpWaT4buGLTbG,0,1,gaat,gaan,VERB
3404,Q16_R_3MMpWaT4buGLTbG_0_2,R_3MMpWaT4buGLTbG,0,2,om,om,ADP
3405,Q16_R_3MMpWaT4buGLTbG_0_3,R_3MMpWaT4buGLTbG,0,3,het,het,DET
3406,Q16_R_3MMpWaT4buGLTbG_0_4,R_3MMpWaT4buGLTbG,0,4,Nederlandse,Nederlands,ADJ
3407,Q16_R_3MMpWaT4buGLTbG_0_5,R_3MMpWaT4buGLTbG,0,5,gedachtegoed,gedachtegoed,NOUN
3408,Q16_R_3MMpWaT4buGLTbG_0_6,R_3MMpWaT4buGLTbG,0,6,in,in,ADP
3409,Q16_R_3MMpWaT4buGLTbG_0_7,R_3MMpWaT4buGLTbG,0,7,de,de,DET
3410,Q16_R_3MMpWaT4buGLTbG_0_8,R_3MMpWaT4buGLTbG,0,8,Nederlandse,Nederlands,ADJ
3411,Q16_R_3MMpWaT4buGLTbG_0_9,R_3MMpWaT4buGLTbG,0,9,Canon,Canon,PROPN
3412,Q16_R_3MMpWaT4buGLTbG_0_10,R_3MMpWaT4buGLTbG,0,10,van,van,ADP
3413,Q16_R_3MMpWaT4buGLTbG_0_11,R_3MMpWaT4buGLTbG,0,11,de,de,DET
3414,Q16_R_3MMpWaT4buGLTbG_0_12,R_3MMpWaT4buGLTbG,0,12,Nederlandse,Nederlands,ADJ
3415,Q16_R_3MMpWaT4buGLTbG_0_13,R_3MMpWaT4buGLTbG,0,13,literatuur,literatuur,NOUN
3416,Q16_R_3MMpWaT4buGLTbG_0_14,R_3MMpWaT4buGLTbG,0,14,.,.,PUNCT
3417,Q16_R_2rlkLzyBmNQ21Q3_0_0,R_2rlkLzyBmNQ21Q3,0,0,Deze,deze,PRON
3418,Q16_R_2rlkLzyBmNQ21Q3_0_1,R_2rlkLzyBmNQ21Q3,0,1,had,hebben,VERB
3419,Q16_R_2rlkLzyBmNQ21Q3_0_2,R_2rlkLzyBmNQ21Q3,0,2,ik,ik,PRON
3420,Q16_R_2rlkLzyBmNQ21Q3_0_3,R_2rlkLzyBmNQ21Q3,0,3,bij,bij,ADP
3421,Q16_R_2rlkLzyBmNQ21Q3_0_4,R_2rlkLzyBmNQ21Q3,0,4,de,de,DET
3422,Q16_R_2rlkLzyBmNQ21Q3_0_5,R_2rlkLzyBmNQ21Q3,0,5,eerste,één,ADJ
3423,Q16_R_2rlkLzyBmNQ21Q3_0_6,R_2rlkLzyBmNQ21Q3,0,6,vraag,vraag,NOUN
3424,Q16_R_2rlkLzyBmNQ21Q3_0_7,R_2rlkLzyBmNQ21Q3,0,7,al,al,ADV
3425,Q16_R_2rlkLzyBmNQ21Q3_0_8,R_2rlkLzyBmNQ21Q3,0,8,ingevuld,invullen,VERB
3426,Q16_R_2rlkLzyBmNQ21Q3_0_9,R_2rlkLzyBmNQ21Q3,0,9,(,(,PUNCT
3427,Q16_R_2rlkLzyBmNQ21Q3_0_10,R_2rlkLzyBmNQ21Q3,0,10,Arion,Arion,PROPN
3428,Q16_R_2rlkLzyBmNQ21Q3_0_11,R_2rlkLzyBmNQ21Q3,0,11,",",",",PUNCT
3429,Q16_R_2rlkLzyBmNQ21Q3_0_12,R_2rlkLzyBmNQ21Q3,0,12,Helman,Helman,PROPN
3430,Q16_R_2rlkLzyBmNQ21Q3_0_13,R_2rlkLzyBmNQ21Q3,0,13,),),PUNCT
3431,Q16_R_Puif7hlCXeNxVaF_0_0,R_Puif7hlCXeNxVaF,0,0,Het,het,PRON
3432,Q16_R_Puif7hlCXeNxVaF_0_1,R_Puif7hlCXeNxVaF,0,1,draait,draaien,VERB
3433,Q16_R_Puif7hlCXeNxVaF_0_2,R_Puif7hlCXeNxVaF,0,2,niet,niet,ADV
3434,Q16_R_Puif7hlCXeNxVaF_0_3,R_Puif7hlCXeNxVaF,0,3,om,om,ADP
3435,Q16_R_Puif7hlCXeNxVaF_0_4,R_Puif7hlCXeNxVaF,0,4,moeten,moeten,VERB
3436,Q16_R_Puif7hlCXeNxVaF_0_5,R_Puif7hlCXeNxVaF,0,5,",",",",PUNCT
3437,Q16_R_Puif7hlCXeNxVaF_0_6,R_Puif7hlCXeNxVaF,0,6,maar,maar,CCONJ
3438,Q16_R_Puif7hlCXeNxVaF_0_7,R_Puif7hlCXeNxVaF,0,7,om,om,ADP
3439,Q16_R_Puif7hlCXeNxVaF_0_8,R_Puif7hlCXeNxVaF,0,8,kunnen,kunnen,VERB
3440,Q16_R_Puif7hlCXeNxVaF_0_9,R_Puif7hlCXeNxVaF,0,9,.,.,PUNCT
3441,Q16_R_Puif7hlCXeNxVaF_1_0,R_Puif7hlCXeNxVaF,1,0,Indien,indien,SCONJ
3442,Q16_R_Puif7hlCXeNxVaF_1_1,R_Puif7hlCXeNxVaF,1,1,dwang,dwang,NOUN
3443,Q16_R_Puif7hlCXeNxVaF_1_2,R_Puif7hlCXeNxVaF,1,2,:,:,PUNCT
3444,Q16_R_Puif7hlCXeNxVaF_1_3,R_Puif7hlCXeNxVaF,1,3,helemaal,helemaal,ADV
3445,Q16_R_Puif7hlCXeNxVaF_1_4,R_Puif7hlCXeNxVaF,1,4,oneens,oneens,ADJ
3446,Q16_R_Puif7hlCXeNxVaF_1_5,R_Puif7hlCXeNxVaF,1,5,.,.,PUNCT
3447,Q16_R_3FIqICRDtIS4eFO_0_0,R_3FIqICRDtIS4eFO,0,0,Mág,Mág,PROPN
3448,Q16_R_3FIqICRDtIS4eFO_0_1,R_3FIqICRDtIS4eFO,0,1,..,..,SYM
3449,Q16_R_3FIqICRDtIS4eFO_0_2,R_3FIqICRDtIS4eFO,0,2,Moet,Moeten,VERB
3450,Q16_R_3FIqICRDtIS4eFO_0_3,R_3FIqICRDtIS4eFO,0,3,niet,niet,ADV
3451,Q16_R_3FIqICRDtIS4eFO_0_4,R_3FIqICRDtIS4eFO,0,4,.,.,PUNCT
3452,Q16_R_3FIqICRDtIS4eFO_1_0,R_3FIqICRDtIS4eFO,1,0,Als,als,SCONJ
3453,Q16_R_3FIqICRDtIS4eFO_1_1,R_3FIqICRDtIS4eFO,1,1,het,het,PRON
3454,Q16_R_3FIqICRDtIS4eFO_1_2,R_3FIqICRDtIS4eFO,1,2,een,een,DET
3455,Q16_R_3FIqICRDtIS4eFO_1_3,R_3FIqICRDtIS4eFO,1,3,topper,topper,NOUN
3456,Q16_R_3FIqICRDtIS4eFO_1_4,R_3FIqICRDtIS4eFO,1,4,is,zijn,AUX
3457,Q16_R_3FIqICRDtIS4eFO_1_5,R_3FIqICRDtIS4eFO,1,5,?,?,PUNCT
3458,Q16_R_3FIqICRDtIS4eFO_2_0,R_3FIqICRDtIS4eFO,2,0,Ja,ja,INTJ
3459,Q16_R_3FIqICRDtIS4eFO_2_1,R_3FIqICRDtIS4eFO,2,1,.,.,PUNCT
3460,Q16_R_3FIqICRDtIS4eFO_3_0,R_3FIqICRDtIS4eFO,3,0,Niet,niet,ADV
3461,Q16_R_3FIqICRDtIS4eFO_3_1,R_3FIqICRDtIS4eFO,3,1,voor,voor,ADP
3462,Q16_R_3FIqICRDtIS4eFO_3_2,R_3FIqICRDtIS4eFO,3,2,de,de,DET
3463,Q16_R_3FIqICRDtIS4eFO_3_3,R_3FIqICRDtIS4eFO,3,3,diversiteit,diversiteit,NOUN
3464,Q16_R_3FIqICRDtIS4eFO_3_4,R_3FIqICRDtIS4eFO,3,4,(,(,PUNCT
3465,Q16_R_3FIqICRDtIS4eFO_3_5,R_3FIqICRDtIS4eFO,3,5,alsjeblieft,alsjeblieft,ADV
3466,Q16_R_3FIqICRDtIS4eFO_3_6,R_3FIqICRDtIS4eFO,3,6,..,..,PUNCT
3467,Q16_R_3FIqICRDtIS4eFO_3_7,R_3FIqICRDtIS4eFO,3,7,),),PUNCT
3468,Q16_R_28SXb6gyPnLYTpU_0_0,R_28SXb6gyPnLYTpU,0,0,Als,als,SCONJ
3469,Q16_R_28SXb6gyPnLYTpU_0_1,R_28SXb6gyPnLYTpU,0,1,het,het,PRON
3470,Q16_R_28SXb6gyPnLYTpU_0_2,R_28SXb6gyPnLYTpU,0,2,goed,goed,ADJ
3471,Q16_R_28SXb6gyPnLYTpU_0_3,R_28SXb6gyPnLYTpU,0,3,is,zijn,AUX
3472,Q16_R_28SXb6gyPnLYTpU_0_4,R_28SXb6gyPnLYTpU,0,4,mag,mogen,AUX
3473,Q16_R_28SXb6gyPnLYTpU_0_5,R_28SXb6gyPnLYTpU,0,5,het,het,PRON
3474,Q16_R_28SXb6gyPnLYTpU_0_6,R_28SXb6gyPnLYTpU,0,6,erin,erin,ADV
3475,Q16_R_28SXb6gyPnLYTpU_0_7,R_28SXb6gyPnLYTpU,0,7,",",",",PUNCT
3476,Q16_R_28SXb6gyPnLYTpU_0_8,R_28SXb6gyPnLYTpU,0,8,doch,doch,CCONJ
3477,Q16_R_28SXb6gyPnLYTpU_0_9,R_28SXb6gyPnLYTpU,0,9,ik,ik,PRON
3478,Q16_R_28SXb6gyPnLYTpU_0_10,R_28SXb6gyPnLYTpU,0,10,zelf,zelf,ADV
3479,Q16_R_28SXb6gyPnLYTpU_0_11,R_28SXb6gyPnLYTpU,0,11,ken,kennen,VERB
3480,Q16_R_28SXb6gyPnLYTpU_0_12,R_28SXb6gyPnLYTpU,0,12,er,er,ADV
3481,Q16_R_28SXb6gyPnLYTpU_0_13,R_28SXb6gyPnLYTpU,0,13,geen,geen,DET
3482,Q16_R_28SXb6gyPnLYTpU_0_14,R_28SXb6gyPnLYTpU,0,14,",",",",PUNCT
3483,Q16_R_28SXb6gyPnLYTpU_0_15,R_28SXb6gyPnLYTpU,0,15,maar,maar,CCONJ
3484,Q16_R_28SXb6gyPnLYTpU_0_16,R_28SXb6gyPnLYTpU,0,16,misschien,misschien,ADV
3485,Q16_R_28SXb6gyPnLYTpU_0_17,R_28SXb6gyPnLYTpU,0,17,zijn,zijn,AUX
3486,Q16_R_28SXb6gyPnLYTpU_0_18,R_28SXb6gyPnLYTpU,0,18,ze,ze,PRON
3487,Q16_R_28SXb6gyPnLYTpU_0_19,R_28SXb6gyPnLYTpU,0,19,er,er,ADV
3488,Q16_R_28SXb6gyPnLYTpU_0_20,R_28SXb6gyPnLYTpU,0,20,.,.,PUNCT
3489,Q16_R_1Ow7CWPZmlIcQny_0_0,R_1Ow7CWPZmlIcQny,0,0,In,in,ADP
3490,Q16_R_1Ow7CWPZmlIcQny_0_1,R_1Ow7CWPZmlIcQny,0,1,heb,hebben,VERB
3491,Q16_R_1Ow7CWPZmlIcQny_0_2,R_1Ow7CWPZmlIcQny,0,2,geen,geen,DET
3492,Q16_R_1Ow7CWPZmlIcQny_0_3,R_1Ow7CWPZmlIcQny,0,3,idee,idee,NOUN
3493,Q16_R_1Ow7CWPZmlIcQny_0_4,R_1Ow7CWPZmlIcQny,0,4,",",",",PUNCT
3494,Q16_R_1Ow7CWPZmlIcQny_0_5,R_1Ow7CWPZmlIcQny,0,5,is,zijn,AUX
3495,Q16_R_1Ow7CWPZmlIcQny_0_6,R_1Ow7CWPZmlIcQny,0,6,te,te,ADV
3496,Q16_R_1Ow7CWPZmlIcQny_0_7,R_1Ow7CWPZmlIcQny,0,7,weinig,weinig,ADV
3497,Q16_R_1Ow7CWPZmlIcQny_0_8,R_1Ow7CWPZmlIcQny,0,8,aangereikt,aangereikt,VERB
3498,Q16_R_1Ow7CWPZmlIcQny_0_9,R_1Ow7CWPZmlIcQny,0,9,",",",",PUNCT
3499,Q16_R_1Ow7CWPZmlIcQny_0_10,R_1Ow7CWPZmlIcQny,0,10,en,en,CCONJ
3500,Q16_R_1Ow7CWPZmlIcQny_0_11,R_1Ow7CWPZmlIcQny,0,11,zou,zullen,AUX
3501,Q16_R_1Ow7CWPZmlIcQny_0_12,R_1Ow7CWPZmlIcQny,0,12,me,me,PRON
3502,Q16_R_1Ow7CWPZmlIcQny_0_13,R_1Ow7CWPZmlIcQny,0,13,prikkelen,prikkelen,VERB
3503,Q16_R_1Ow7CWPZmlIcQny_0_14,R_1Ow7CWPZmlIcQny,0,14,om,om,ADP
3504,Q16_R_1Ow7CWPZmlIcQny_0_15,R_1Ow7CWPZmlIcQny,0,15,dit,dit,PRON
3505,Q16_R_1Ow7CWPZmlIcQny_0_16,R_1Ow7CWPZmlIcQny,0,16,op,op,ADP
3506,Q16_R_1Ow7CWPZmlIcQny_0_17,R_1Ow7CWPZmlIcQny,0,17,te,te,ADP
3507,Q16_R_1Ow7CWPZmlIcQny_0_18,R_1Ow7CWPZmlIcQny,0,18,zoeken,opzoeken,VERB
3508,Q16_R_OlewFE6Kl8AVwSR_0_0,R_OlewFE6Kl8AVwSR,0,0,Het,het,DET
3509,Q16_R_OlewFE6Kl8AVwSR_0_1,R_OlewFE6Kl8AVwSR,0,1,woord,woord,NOUN
3510,Q16_R_OlewFE6Kl8AVwSR_0_2,R_OlewFE6Kl8AVwSR,0,2,‘,‘,ADJ
3511,Q16_R_OlewFE6Kl8AVwSR_0_3,R_OlewFE6Kl8AVwSR,0,3,moeten,moeten,AUX
3512,Q16_R_OlewFE6Kl8AVwSR_0_4,R_OlewFE6Kl8AVwSR,0,4,’,’,VERB
3513,Q16_R_OlewFE6Kl8AVwSR_0_5,R_OlewFE6Kl8AVwSR,0,5,bevalt,bevallen,VERB
3514,Q16_R_OlewFE6Kl8AVwSR_0_6,R_OlewFE6Kl8AVwSR,0,6,me,me,PRON
3515,Q16_R_OlewFE6Kl8AVwSR_0_7,R_OlewFE6Kl8AVwSR,0,7,niet,niet,ADV
3516,Q16_R_OlewFE6Kl8AVwSR_0_8,R_OlewFE6Kl8AVwSR,0,8,",",",",PUNCT
3517,Q16_R_OlewFE6Kl8AVwSR_0_9,R_OlewFE6Kl8AVwSR,0,9,kwaliteit,kwaliteit,NOUN
3518,Q16_R_OlewFE6Kl8AVwSR_0_10,R_OlewFE6Kl8AVwSR,0,10,moet,moeten,AUX
3519,Q16_R_OlewFE6Kl8AVwSR_0_11,R_OlewFE6Kl8AVwSR,0,11,voorop,voorop,ADV
3520,Q16_R_OlewFE6Kl8AVwSR_0_12,R_OlewFE6Kl8AVwSR,0,12,staan,staan,VERB
3521,Q16_R_OlewFE6Kl8AVwSR_0_13,R_OlewFE6Kl8AVwSR,0,13,.,.,PUNCT
3522,Q16_R_27JtcF6GZpbkHak_0_0,R_27JtcF6GZpbkHak,0,0,Ik,ik,PRON
3523,Q16_R_27JtcF6GZpbkHak_0_1,R_27JtcF6GZpbkHak,0,1,ken,kennen,VERB
3524,Q16_R_27JtcF6GZpbkHak_0_2,R_27JtcF6GZpbkHak,0,2,voorlopig,voorlopig,ADJ
3525,Q16_R_27JtcF6GZpbkHak_0_3,R_27JtcF6GZpbkHak,0,3,te,te,ADV
3526,Q16_R_27JtcF6GZpbkHak_0_4,R_27JtcF6GZpbkHak,0,4,weinig,weinig,ADV
3527,Q16_R_27JtcF6GZpbkHak_0_5,R_27JtcF6GZpbkHak,0,5,van,van,ADP
3528,Q16_R_27JtcF6GZpbkHak_0_6,R_27JtcF6GZpbkHak,0,6,deze,deze,DET
3529,Q16_R_27JtcF6GZpbkHak_0_7,R_27JtcF6GZpbkHak,0,7,literatuur,literatuur,NOUN
3530,Q16_R_27JtcF6GZpbkHak_0_8,R_27JtcF6GZpbkHak,0,8,",",",",PUNCT
3531,Q16_R_27JtcF6GZpbkHak_0_9,R_27JtcF6GZpbkHak,0,9,maar,maar,CCONJ
3532,Q16_R_27JtcF6GZpbkHak_0_10,R_27JtcF6GZpbkHak,0,10,zou,zullen,AUX
3533,Q16_R_27JtcF6GZpbkHak_0_11,R_27JtcF6GZpbkHak,0,11,daar,daar,ADV
3534,Q16_R_27JtcF6GZpbkHak_0_12,R_27JtcF6GZpbkHak,0,12,graag,graag,ADV
3535,Q16_R_27JtcF6GZpbkHak_0_13,R_27JtcF6GZpbkHak,0,13,aan,aan,ADP
3536,Q16_R_27JtcF6GZpbkHak_0_14,R_27JtcF6GZpbkHak,0,14,werken,werken,VERB
3537,Q16_R_27JtcF6GZpbkHak_0_15,R_27JtcF6GZpbkHak,0,15,.,.,PUNCT
3538,Q16_R_1NrLgZAMDU8oHGd_0_0,R_1NrLgZAMDU8oHGd,0,0,De,de,DET
3539,Q16_R_1NrLgZAMDU8oHGd_0_1,R_1NrLgZAMDU8oHGd,0,1,kwaliteit,kwaliteit,NOUN
3540,Q16_R_1NrLgZAMDU8oHGd_0_2,R_1NrLgZAMDU8oHGd,0,2,is,zijn,AUX
3541,Q16_R_1NrLgZAMDU8oHGd_0_3,R_1NrLgZAMDU8oHGd,0,3,altijd,altijd,ADV
3542,Q16_R_1NrLgZAMDU8oHGd_0_4,R_1NrLgZAMDU8oHGd,0,4,doorslaggevend,doorslaggevend,ADJ
3543,Q16_R_1NrLgZAMDU8oHGd_0_5,R_1NrLgZAMDU8oHGd,0,5,",",",",PUNCT
3544,Q16_R_1NrLgZAMDU8oHGd_0_6,R_1NrLgZAMDU8oHGd,0,6,quota,quota,ADV
3545,Q16_R_1NrLgZAMDU8oHGd_0_7,R_1NrLgZAMDU8oHGd,0,7,vind,vinden,VERB
3546,Q16_R_1NrLgZAMDU8oHGd_0_8,R_1NrLgZAMDU8oHGd,0,8,ik,ik,PRON
3547,Q16_R_1NrLgZAMDU8oHGd_0_9,R_1NrLgZAMDU8oHGd,0,9,geen,geen,DET
3548,Q16_R_1NrLgZAMDU8oHGd_0_10,R_1NrLgZAMDU8oHGd,0,10,goed,goed,ADJ
3549,Q16_R_1NrLgZAMDU8oHGd_0_11,R_1NrLgZAMDU8oHGd,0,11,idee,idee,NOUN
3550,Q16_R_0H8TaN99kpUEIBX_0_0,R_0H8TaN99kpUEIBX,0,0,Ik,ik,PRON
3551,Q16_R_0H8TaN99kpUEIBX_0_1,R_0H8TaN99kpUEIBX,0,1,ken,kennen,VERB
3552,Q16_R_0H8TaN99kpUEIBX_0_2,R_0H8TaN99kpUEIBX,0,2,er,er,ADV
3553,Q16_R_0H8TaN99kpUEIBX_0_3,R_0H8TaN99kpUEIBX,0,3,geen,geen,DET
3554,Q16_R_0H8TaN99kpUEIBX_0_4,R_0H8TaN99kpUEIBX,0,4,.,.,PUNCT
3555,Q16_R_3KDBk0JQ83CbAQp_0_0,R_3KDBk0JQ83CbAQp,0,0,Mag,mogen,AUX
3556,Q16_R_3KDBk0JQ83CbAQp_0_1,R_3KDBk0JQ83CbAQp,0,1,",",",",PUNCT
3557,Q16_R_3KDBk0JQ83CbAQp_0_2,R_3KDBk0JQ83CbAQp,0,2,maar,maar,CCONJ
3558,Q16_R_3KDBk0JQ83CbAQp_0_3,R_3KDBk0JQ83CbAQp,0,3,moet,moeten,AUX
3559,Q16_R_3KDBk0JQ83CbAQp_0_4,R_3KDBk0JQ83CbAQp,0,4,niet,niet,ADV
3560,Q16_R_3gLAixhoLibCHKF_0_0,R_3gLAixhoLibCHKF,0,0,Ik,ik,PRON
3561,Q16_R_3gLAixhoLibCHKF_0_1,R_3gLAixhoLibCHKF,0,1,ken,kennen,VERB
3562,Q16_R_3gLAixhoLibCHKF_0_2,R_3gLAixhoLibCHKF,0,2,er,er,ADV
3563,Q16_R_3gLAixhoLibCHKF_0_3,R_3gLAixhoLibCHKF,0,3,helaas,helaas,ADV
3564,Q16_R_3gLAixhoLibCHKF_0_4,R_3gLAixhoLibCHKF,0,4,niet,niet,ADV
3565,Q16_R_3gLAixhoLibCHKF_0_5,R_3gLAixhoLibCHKF,0,5,veel,veel,PRON
